,,Name,Username,"Profile ID",Date,Likes,Comment,"Comment ID","Profile URL","Comment URL"
1,,smumarbashir,,55959020897,"2024-03-16 19:21:18",0,"Dark Matter : still a mystery for scientists 🙁",17848732218171169,https://www.instagram.com/smumarbashir/,https://www.instagram.com/p/C4lhoFwvvy0/c/17848732218171169
2,,docdavedt,,3016052442,"2024-03-16 19:24:09",0,"Which so called scientists are these?  Dark matter does clump and holds regular matter. Without dark matter doing this galaxies would fall apart. Also, there’s more dark matter than regular matter. 😂",18025089598841839,https://www.instagram.com/docdavedt/,https://www.instagram.com/p/C4lhoFwvvy0/c/18025089598841839
3,,iratus_omni_tempore,,254187340,"2024-03-16 19:28:35",0,,17856093882134120,https://www.instagram.com/iratus_omni_tempore/,https://www.instagram.com/p/C4lhoFwvvy0/c/17856093882134120
4,,ex_awesome,,5482287914,"2024-03-16 19:31:01",0,"They are getting warmer.",17958339821623651,https://www.instagram.com/ex_awesome/,https://www.instagram.com/p/C4lhoFwvvy0/c/17958339821623651
5,,ex_awesome,,5482287914,"2024-03-16 19:31:03",0,"They are getting warmer.",17988688031445423,https://www.instagram.com/ex_awesome/,https://www.instagram.com/p/C4lhoFwvvy0/c/17988688031445423
6,,disgruntled_gorilla,,3145142208,"2024-03-16 19:41:44",0,"I like how you speak with such confidence. Go ahead, tell us how you think you know any of this.",17998179638576974,https://www.instagram.com/disgruntled_gorilla/,https://www.instagram.com/p/C4lhoFwvvy0/c/17998179638576974
7,,colin0reilly0,,8219590385,"2024-03-16 19:45:31",0,"Theres much more dark matter than regular matter this is not accurate",17878300911045344,https://www.instagram.com/colin0reilly0/,https://www.instagram.com/p/C4lhoFwvvy0/c/17878300911045344
8,,docdavedt,,3016052442,"2024-03-16 19:46:26",0,"And yet the_real_basilbub being a coward by not letting me reply to you says everything wrong about you and your trolling. Read astrophysics cited papers and go to university.",18339700816104308,https://www.instagram.com/docdavedt/,https://www.instagram.com/p/C4lhoFwvvy0/c/18339700816104308
9,,ivango711,,2178691409,"2024-03-16 20:00:31",0,"Fascinating theories but a little far fetched.",17947042892784307,https://www.instagram.com/ivango711/,https://www.instagram.com/p/C4lhoFwvvy0/c/17947042892784307
10,,blingani,,177207972,"2024-03-16 20:03:00",0,"@ivango711 - Do you know how theories work?",18024538010055886,https://www.instagram.com/blingani/,https://www.instagram.com/p/C4lhoFwvvy0/c/18024538010055886
