,,"Unique ID","Name ",Date,Likes,Comment,"Profile ID","Author URL","Comment URL"
1,,depresseddiazepam,Miki_Sakiko,"2022-07-23 17:33:23",12,Noice,7095866210499281925,https://www.tiktok.com/share/user/7095866210499281925,https://www.tiktok.com/@depresseddiazepam/video/7123621853964324138?comment_id=7123622411999855365
2,,thatasiandude1234,kuyabugwas,"2022-07-23 17:33:43",192,"I learn more in this than at school 😂😂😂 and first",7063972071048102959,https://www.tiktok.com/share/user/7063972071048102959,https://www.tiktok.com/@thatasiandude1234/video/7123621853964324138?comment_id=7123622492589622058
3,,kelvin_123rffd,kev,"2022-07-23 17:34:09",8,wooow😳,6719870425578374150,https://www.tiktok.com/share/user/6719870425578374150,https://www.tiktok.com/@kelvin_123rffd/video/7123621853964324138?comment_id=7123622571263132459
4,,jake_stanyer,Jake🤴💪🐐,"2022-07-23 17:34:37",496,"I love space man it's so interesting and u explained it so well to me thank u😁",6604147132990685190,https://www.tiktok.com/share/user/6604147132990685190,https://www.tiktok.com/@jake_stanyer/video/7123621853964324138?comment_id=7123622698492543749
5,,30_bruins,Owen,"2022-07-23 17:36:39",18,"Amazing explanation. Love this!",6905703825057268741,https://www.tiktok.com/share/user/6905703825057268741,https://www.tiktok.com/@30_bruins/video/7123621853964324138?comment_id=7123623229253976878
6,,barneyslayer_,Barneyslayer🇲🇦,"2022-07-23 17:37:36",817,"What about dark energy",6886914670788297734,https://www.tiktok.com/share/user/6886914670788297734,https://www.tiktok.com/@barneyslayer_/video/7123621853964324138?comment_id=7123623465215689515
7,,breadburger,🦧,"2022-07-23 17:37:44",1552,"So is my dad made of dark matter?",6748837758519378949,https://www.tiktok.com/share/user/6748837758519378949,https://www.tiktok.com/@breadburger/video/7123621853964324138?comment_id=7123623501211370246
8,,evanthorizon,"Evan |  Making physics fun!","2022-07-23 17:41:39",868,"Talking about invisible stuff with @ASTRO ALEXANDRA 🪐! 🌌💫",6939292439089972230,https://www.tiktok.com/share/user/6939292439089972230,https://www.tiktok.com/@evanthorizon/video/7123621853964324138?comment_id=7123624508034532142
9,,sirge48,sirge,"2022-07-23 17:43:56",101,"what about dark energy?",7082917933026296838,https://www.tiktok.com/share/user/7082917933026296838,https://www.tiktok.com/@sirge48/video/7123621853964324138?comment_id=7123625104991077126
10,,earthquake_dude,"Bryan Castillo M.S.","2022-07-23 17:45:37",91,"Ayooo the collab of the year 🔥🔥🔥🔥",6986896013509641221,https://www.tiktok.com/share/user/6986896013509641221,https://www.tiktok.com/@earthquake_dude/video/7123621853964324138?comment_id=7123625525659337515
11,,san_bars,"Santiago Barbosa","2022-07-23 17:46:42",445,"Are we just gonna skip over the other 70% of that chart :O what is that?",6885755861940044805,https://www.tiktok.com/share/user/6885755861940044805,https://www.tiktok.com/@san_bars/video/7123621853964324138?comment_id=7123625834847322886
12,,joe_ag02,"Joe 🇵🇸","2022-07-23 17:50:30",348,"OMG The colab we NEED ❤❤❤❤🌌🌠🌌🪐",6746568949061714950,https://www.tiktok.com/share/user/6746568949061714950,https://www.tiktok.com/@joe_ag02/video/7123621853964324138?comment_id=7123626713656869633
