,,"Unique ID","Name ",Date,Likes,Comment,"Profile ID","Author URL","Comment URL"
1,,justzoforit,"ZӨ 💜","2023-01-15 13:01:39",2,"inspired by a pbs space time video abt dark matter",6605719027409960966,https://www.tiktok.com/share/user/6605719027409960966,https://www.tiktok.com/@justzoforit/video/7188861172634914091?comment_id=7188863265370407726
2,,sinistar4445,Manbarrican,"2023-01-15 14:06:14",3,"this reminds me of planet Aether from Metroid Prime 2",6821681462140830726,https://www.tiktok.com/share/user/6821681462140830726,https://www.tiktok.com/@sinistar4445/video/7188861172634914091?comment_id=7188879969630995243
3,,the_dill_man,"The Dill Man","2023-01-15 14:51:03",9,"waffle house has found it's newest host",6925606180195648518,https://www.tiktok.com/share/user/6925606180195648518,https://www.tiktok.com/@the_dill_man/video/7188861172634914091?comment_id=7188891527861977899
4,,tipt0p._,TOTOP,"2023-01-15 18:10:00",3,"There’s a show about a Space Ghost",6850677435961639941,https://www.tiktok.com/share/user/6850677435961639941,https://www.tiktok.com/@tipt0p._/video/7188861172634914091?comment_id=7188942826373219118
5,,saidherrera538,saidherrera538,"2023-01-15 19:15:07",2,"The Waffle House Has Found Its New Host",7171419682796995630,https://www.tiktok.com/share/user/7171419682796995630,https://www.tiktok.com/@saidherrera538/video/7188861172634914091?comment_id=7188959598870266666
6,,needsleep.__,€łī,"2023-01-15 19:15:53",1,"No it dosent it there was dark matter beings if we made physical contact with them we would both explode",7114155717766202411,https://www.tiktok.com/share/user/7114155717766202411,https://www.tiktok.com/@needsleep.__/video/7188861172634914091?comment_id=7188959777539818282
7,,darkwitchbea,Bea,"2023-01-15 21:20:00",0,"Wait does that mean dark matter beings can’t see us or fake they",7102196058935133227,https://www.tiktok.com/share/user/7102196058935133227,https://www.tiktok.com/@darkwitchbea/video/7188861172634914091?comment_id=7188991801255412526
8,,please.enter.username,draydenhein,"2023-01-15 21:55:56",2,"This is certainly evidence towards ghosts, however it does not prove there are ghosts",6802067286103704582,https://www.tiktok.com/share/user/6802067286103704582,https://www.tiktok.com/@please.enter.username/video/7188861172634914091?comment_id=7189001045015675694
9,,canjifire,canji,"2023-01-17 15:37:06",18,"or hear me out what you're explaining is just the fourth dimension",6874049134116144134,https://www.tiktok.com/share/user/6874049134116144134,https://www.tiktok.com/@canjifire/video/7188861172634914091?comment_id=7189645556468876078
10,,4o8.phoenix,phoenix,"2023-01-19 05:03:35",10,"when dark natter and matter collide they destroy eachother or atleast that's what I learned in science class yesterday",6933441028302390278,https://www.tiktok.com/share/user/6933441028302390278,https://www.tiktok.com/@4o8.phoenix/video/7188861172634914091?comment_id=7190224487195132718
11,,_lafarna_,Lafarna,"2023-01-25 23:26:12",0,"wait so aliens my just be unable to be found be cause we can't see them",6692578930567808005,https://www.tiktok.com/share/user/6692578930567808005,https://www.tiktok.com/@_lafarna_/video/7188861172634914091?comment_id=7192735186646270762
12,,hectorarato,"Hector Arato","2023-01-27 14:08:51",1,🤯,6760998202424017926,https://www.tiktok.com/share/user/6760998202424017926,https://www.tiktok.com/@hectorarato/video/7188861172634914091?comment_id=7193333680722166534
13,,hobies.crusty.spidermask,floppa🇭🇹,"2023-01-28 05:54:28",1,"@beepthemeep60 (Watch the whole video) ITS THE CYBERMEN",6795501962634576901,https://www.tiktok.com/share/user/6795501962634576901,https://www.tiktok.com/@hobies.crusty.spidermask/video/7188861172634914091?comment_id=7193577378801648427
14,,bruhburnner,bruhburnner,"2023-01-28 18:20:40",1,"calculations not adding up? add a hypothetical dark number to account for the inconsistency. now you're thinking like a physicist",6975775794987648006,https://www.tiktok.com/share/user/6975775794987648006,https://www.tiktok.com/@bruhburnner/video/7188861172634914091?comment_id=7193769656995037998
15,,theghostchildren,user25463587393,"2023-01-29 05:25:58",0,"THATS MADD weirdd",7158583490438464558,https://www.tiktok.com/share/user/7158583490438464558,https://www.tiktok.com/@theghostchildren/video/7188861172634914091?comment_id=7193941128503558954
16,,michaelparke0,"Michael Parke","2023-01-29 11:29:37",2,"love it 😂😂😂",6870712480574817285,https://www.tiktok.com/share/user/6870712480574817285,https://www.tiktok.com/@michaelparke0/video/7188861172634914091?comment_id=7194034460342240046
17,,codar80,codar,"2023-02-16 12:37:50",6,"there called jinsthey exist all around us",6815890288423683077,https://www.tiktok.com/share/user/6815890288423683077,https://www.tiktok.com/@codar80/video/7188861172634914091?comment_id=7200731899458765570
18,,unoriginality_6,"Caleb Cray","2023-04-25 21:28:04",1,"maybe my dark matter self actually pulls bitches",6804201130584949766,https://www.tiktok.com/share/user/6804201130584949766,https://www.tiktok.com/@unoriginality_6/video/7188861172634914091?comment_id=7226102354118116138
19,,hanghugofficial,hanghug,"2023-04-27 03:24:56",0,😂😂😂,7191278064352150570,https://www.tiktok.com/share/user/7191278064352150570,https://www.tiktok.com/@hanghugofficial/video/7188861172634914091?comment_id=7226565447787840298
