,,"Unique ID","Name ",Date,Likes,Comment,"Profile ID","Author URL","Comment URL"
1,,traviss.__,ｔｒａｖ,"2023-05-30 12:52:02",9050,"a dark matter sun?????? sheshhhh",6855533592413701121,https://www.tiktok.com/share/user/6855533592413701121,https://www.tiktok.com/@traviss.__/video/7238956645135453442?comment_id=7238957400236442369
2,,xyrothebackburner,"xyro the backburner","2023-05-30 12:57:17",3530,"should've called the dark matter star dark star",6878870554259178497,https://www.tiktok.com/share/user/6878870554259178497,https://www.tiktok.com/@xyrothebackburner/video/7238956645135453442?comment_id=7238958774911402757
3,,zentiinell,Zentiinell,"2023-05-30 12:58:48",1034,"Damn I love space so much. So little we know, so terrifying, yet so interesting and beautiful.",7039772317069493254,https://www.tiktok.com/share/user/7039772317069493254,https://www.tiktok.com/@zentiinell/video/7238956645135453442?comment_id=7238959044403692315
4,,georgeackprivate,GeorgeeeeAckerley,"2023-05-30 13:01:07",1948,"Can we make a darksaber out of this?",7124012535917741062,https://www.tiktok.com/share/user/7124012535917741062,https://www.tiktok.com/@georgeackprivate/video/7238956645135453442?comment_id=7238959649197228826
5,,nelshart,Nels.Hart,"2023-05-30 13:05:28",701,"If dark matter can form stars, does that open the possibility of dark matter black holes?",6733847509221049349,https://www.tiktok.com/share/user/6733847509221049349,https://www.tiktok.com/@nelshart/video/7238956645135453442?comment_id=7238960880430416642
6,,rockyhorse6000,Rockyhorse6000,"2023-05-30 13:54:34",12,"they just be making anything up to make my physics exam harder",6714708137976284165,https://www.tiktok.com/share/user/6714708137976284165,https://www.tiktok.com/@rockyhorse6000/video/7238956645135453442?comment_id=7238973538735309573
7,,grizzled1242,Grizzled,"2023-05-30 14:00:08",16,"could you explain why this would be classed as a star?",6614210544047276038,https://www.tiktok.com/share/user/6614210544047276038,https://www.tiktok.com/@grizzled1242/video/7238956645135453442?comment_id=7238974812936536858
8,,urgranddaddi,"Watch my posts💀🙏🙏😭😭","2023-05-30 14:12:55",12,🥶🥶🥶🥶🥶,6967676380616377349,https://www.tiktok.com/share/user/6967676380616377349,https://www.tiktok.com/@urgranddaddi/video/7238956645135453442?comment_id=7238978125874561818
9,,mrgunhat,Clover🤠,"2023-05-30 14:30:47",11,"I love when ur videos show up on my fyp theyre always so cool😭",6892558734342505478,https://www.tiktok.com/share/user/6892558734342505478,https://www.tiktok.com/@mrgunhat/video/7238956645135453442?comment_id=7238982790459966251
10,,ililillililil,Isaacッ,"2023-05-30 14:31:03",8,"space daddy",6609336504907825158,https://www.tiktok.com/share/user/6609336504907825158,https://www.tiktok.com/@ililillililil/video/7238956645135453442?comment_id=7238982893081461546
