,,"Unique ID","Name ",Date,Likes,Comment,"Profile ID","Author URL","Comment URL"
1,,madsow0303,Mads,"2020-11-16 20:30:28",35,"I feel small...",6743363675837219845,https://www.tiktok.com/share/user/6743363675837219845,https://www.tiktok.com/@madsow0303/video/6895821134210632965?comment_id=6895821768549302277
2,,cheesyboom,CheeseBoom!,"2020-11-16 20:30:54",34,"What if dark matter/energy is matter or energy in a higher dimension/plane of existence",6668102051526672389,https://www.tiktok.com/share/user/6668102051526672389,https://www.tiktok.com/@cheesyboom/video/6895821134210632965?comment_id=6895821886979047429
3,,lebron.james154,"Sophia :)","2020-11-16 20:31:19",156,"alright that’s enough internet for the day 😅",6767086129101145094,https://www.tiktok.com/share/user/6767086129101145094,https://www.tiktok.com/@lebron.james154/video/6895821134210632965?comment_id=6895821991132200965
4,,jedadookie,Jedi,"2020-11-16 20:31:48",7,"The magic dark stuff",6833604271062369285,https://www.tiktok.com/share/user/6833604271062369285,https://www.tiktok.com/@jedadookie/video/6895821134210632965?comment_id=6895822104278253573
5,,sewnblue,Sam,"2020-11-16 20:33:59",4,"the slow onset of panic 😅",6806410519043048454,https://www.tiktok.com/share/user/6806410519043048454,https://www.tiktok.com/@sewnblue/video/6895821134210632965?comment_id=6895822666323181573
6,,pop.rocks06,pop.rocks06,"2020-11-16 20:38:05",1,...spooky,6649394068734853125,https://www.tiktok.com/share/user/6649394068734853125,https://www.tiktok.com/@pop.rocks06/video/6895821134210632965?comment_id=6895823737754435590
7,,itsmaisiedog,"bailey & maisie","2020-11-16 20:38:38",2,@sesameseedbagel,6861831737245697030,https://www.tiktok.com/share/user/6861831737245697030,https://www.tiktok.com/@itsmaisiedog/video/6895821134210632965?comment_id=6895823874081046533
8,,ilinibanini,"Ilina Gupta","2020-11-16 20:50:00",2,"time for an ✨ existential crisis✨",6661067570630574085,https://www.tiktok.com/share/user/6661067570630574085,https://www.tiktok.com/@ilinibanini/video/6895821134210632965?comment_id=6895826804884504581
9,,1_800_kaylee,kaylee,"2020-11-16 20:50:04",3,"I’m okay with this information",6736899259704083461,https://www.tiktok.com/share/user/6736899259704083461,https://www.tiktok.com/@1_800_kaylee/video/6895821134210632965?comment_id=6895826822689505286
10,,droidicarus,Nova,"2020-11-16 20:50:27",2,"Why do you do this",79119159346802688,https://www.tiktok.com/share/user/79119159346802688,https://www.tiktok.com/@droidicarus/video/6895821134210632965?comment_id=6895826916331716613
