,,"Unique ID","Name ",Date,Likes,Comment,"Profile ID","Author URL","Comment URL"
1,,calmdawn86,CeSam,"2023-01-13 07:34:34",49,"Imagine we living in a black hole. Now you know where the universe expand.",6954416979773293574,https://www.tiktok.com/share/user/6954416979773293574,https://www.tiktok.com/@calmdawn86/video/7187771038221028651?comment_id=7188036833761182470
2,,billyworkman48,"Billy Workman48","2023-01-13 14:01:28",2,"I call it making it all up.",7073499246760133678,https://www.tiktok.com/share/user/7073499246760133678,https://www.tiktok.com/@billyworkman48/video/7187771038221028651?comment_id=7188136508067267370
3,,coachbill57,CoachBill57,"2023-01-13 23:40:08",3,"Perhaps they are just the ‘material’ of space?",6750276975073920006,https://www.tiktok.com/share/user/6750276975073920006,https://www.tiktok.com/@coachbill57/video/7187771038221028651?comment_id=7188285701418844971
4,,jase_213,jason,"2023-01-14 00:25:18",186,"Adults getting excited the biggest story teller",6762571167426413574,https://www.tiktok.com/share/user/6762571167426413574,https://www.tiktok.com/@jase_213/video/7187771038221028651?comment_id=7188297333522678534
5,,pissedatyoko,pissedatyoko,"2023-01-14 00:49:59",0,momentum?,7032404262086116358,https://www.tiktok.com/share/user/7032404262086116358,https://www.tiktok.com/@pissedatyoko/video/7187771038221028651?comment_id=7188303735788192554
6,,whiskeynaught,Whiskeynaught,"2023-01-14 03:30:28",0,"Absence of evidence is not proof of absence",6932197762626208774,https://www.tiktok.com/share/user/6932197762626208774,https://www.tiktok.com/@whiskeynaught/video/7187771038221028651?comment_id=7188345081081398058
7,,bartstop,Bartstop,"2023-01-14 03:42:34",13,"I’m pretty sure my belly is being influenced by dark energy.",6986709163981161477,https://www.tiktok.com/share/user/6986709163981161477,https://www.tiktok.com/@bartstop/video/7187771038221028651?comment_id=7188348226368570154
8,,zaltaanlibaax,zaltaanlibaax,"2023-01-14 03:44:03",1,"This is all speculation no evidence",6842708647215645701,https://www.tiktok.com/share/user/6842708647215645701,https://www.tiktok.com/@zaltaanlibaax/video/7187771038221028651?comment_id=7188348584436777771
9,,sublimedad,sublimedad,"2023-01-14 03:52:21",1,"This is why I tiktok while stoned",6958204923742438406,https://www.tiktok.com/share/user/6958204923742438406,https://www.tiktok.com/@sublimedad/video/7187771038221028651?comment_id=7188350723435184939
10,,kvndl729,"Kevin Lopez","2023-01-14 04:04:52",2,"the music so loud",6858259578670515205,https://www.tiktok.com/share/user/6858259578670515205,https://www.tiktok.com/@kvndl729/video/7187771038221028651?comment_id=7188353963291378474
