comment_author,comment_time,comment_text,post_url
amey___1245,2024-08-04 02:29:24,So why did they teach ??,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
executive.azrael718,2024-08-04 00:58:11,"My apologies, I wasn't aware you had animal eyesight",https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
005_its_aman1432,2024-07-04 12:45:50,And that .03 percent is trying to destroy whole universe??,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
joshua_phaomei,2024-07-04 10:02:26,That's very outdated theory bruhh,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
karthikeya_inumula,2024-07-04 09:39:46,"Baagundi Anna memu emo 14 years kastabadi  chadivithe ,  meeremo simple ga ,"" this world is not made of atoms "" anta .. ??. Idi mundhe chappali kadaaaaaa.. Amma aaaa..",https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
hashim.zzz,2024-07-04 03:01:20,Scientists: most of the universe is made of dark matter. What is dark matter? Scientists: idk,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
jst_weauge,2024-06-04 23:24:57,Thats too much,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
deewynn5,2024-06-04 22:38:34,I knew it,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
amina_abdnaser,2024-06-04 21:51:46,What is dark energy and what is it made of,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
daksxzz,2024-06-04 07:18:54,@royal.nod well as a astrophysicist there is dark matter star in our universe.,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
the_would_be_king_14,2024-04-21 08:45:37,@will_ow_the_wisp_ nope degree in blabberology????,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
cherry_abate,2024-04-21 06:02:53,"If you are right , our petro-chemicall refinery and chemical lab such as pharmacology lab , biochemical , nuclear power plant , nuclear medicine should not be right . Could you justify any of this science behind deep ?",https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
jenishamoktan123,2024-04-21 05:49:22,What is dark matter made from,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
sawansinghrajput88,2024-04-21 03:33:38,"From which the Interstellar space made ,is it completely empty ,did it come in existence after big bang ,means before big bang space didn't existed ,if it is right then in which  our universe is expanding??",https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
shullf4fwildcat,2024-04-21 03:27:15,There is no proof dark matter exists. Dark Energy we know because it has gravitational effects. Dark Matter is only a theory.,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
mood.in_aesthetic,2024-04-21 01:56:03,"Bruh, we made up 0.03% of the universe,of the universe, which is bigger than it seems. That's rare that we're still not preserving our faith in the life that God gave us. God could have made us 0.00000000000003% of the universe, because no one knows how big the universe is.",https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
s.moh_n,2024-04-20 21:17:45,What is that dark matter and dark energy made of?,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
rijgersbergpatricia,2024-04-20 17:49:17,They said I was crazy ??,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
mahalakshmi.r.140,2024-04-20 15:44:40,Dark Elves were Right??,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
mahalakshmi.r.140,2024-04-20 15:44:28,Malekith was Right??,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
akashkashyap2108,2024-04-20 15:31:12,So until you can't get an equation for dark matter and energy I am going to use the Avogadro number for solving the problem,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
samsheer.ai,2024-04-20 13:00:43,Dark matter is blank or empty space ??. There is nothing,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
ayana_azrin_1020,2024-04-20 10:40:56,Mjhe to science ki bht sari batein man ghadat lgti h????,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
eternus07,2024-04-20 08:32:12,@kadenpence53 How do you know that the universe is infinite?,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
legendaryy_boss,2024-04-19 19:37:37,When you don't know why you went to school anyway,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
_._.merab,2024-04-19 12:17:13,So...this means we are nothing!,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
spacy_astro,2024-04-19 09:20:32,@talal.aslam.1 dark matter is the the matter that has gravitational field and holding the universe together and dark energy is the force that is helping the universe to expand...,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
sofi_willayat07,2024-04-19 03:29:17,@spacy_astro  is this true if this is true so I am going to tell this question to my chemistry teacher,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
talal.aslam.1,2024-04-18 20:14:22,so what is dark matter and dark energy can anyone explain?,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
elegance_essentialpk,2024-04-17 16:06:37,Then from which thing dark energy and dark matter is made?,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
olaoluwinfunke,2024-04-17 03:45:53,Everything in the universe is equaled to 4.,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
paviz_paru,2024-04-15 09:26:12,Wasn't Dark Matter made up of atoms ? ??Why ?,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
__robiul_2008__,2024-04-15 08:18:09,12 th fail??,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
umershehzad989,2024-04-15 07:46:26,No we are 0.000000000000000000000000000000000000000000000000000000000000000000000000001 Pico meter,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
_whoisfasi,2024-04-14 22:58:28,Matter is made up of small particles like electrons protons and neutrons and these are collectively called atom??,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
1095th.fire,2024-04-14 16:54:06,"All the problem connected gravity makes mass density =)
It's not chemistry. Just Physics.",https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
hafza_ghaffar,2024-04-14 08:56:34,What is dark matter and dard energy?,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
vmehmet01,2024-04-13 22:05:56,+What is the dark matter? -??,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
gkkhanna79,2024-04-13 18:39:36,Wasnt that image is shivling,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
khubayb_96,2024-04-13 17:58:23,what dark matter and energy made of,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
zishi_wazir,2024-04-13 17:03:12,Actually we are just after light .. we assume darkness the absence of light .. no scientist had ever worked about the reality of dark energy.. as it is more superior than light,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
joakim_silva,2024-04-13 16:14:42,So we only measure and interpret the entire universe from 0.03% of the universe.,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
sashadonthave,2024-04-13 06:54:40,??s.. hit strong,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
nouman_a_k,2024-04-13 06:25:32,Recent study of April 2024 suggest you can Google say Scientist: Dark matter does not exist and the universe is 27 billion years old,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
baratrajaboff,2024-04-13 04:04:06,What is dark matter and dark energy made of,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
just_pigeon0395,2024-04-04 17:26:46,Se are made of atoms?,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
xtrmon_music,2024-04-04 12:24:59,But black people it more then,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
jay_sahasrabudhe,2024-04-04 04:29:24,Then what is Dark Matter and Dark Energy made of.....???,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
_aggelos_8,2024-03-31 19:42:21,@kadenpence53 he is talking about observable universe,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
everlasting_ben,2024-03-31 17:17:25,"Dark matter while just a Theory, was proven through closer observation. While light refuses to react with it, we can observe it through its gravity. Dark matter and Dark Energy hold the Solar System, Galaxy, and the current Universe together",https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
loststar_0405,2024-03-04 15:37:15,Isn't that 100.03%,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
studioasgardone_sk_official,2024-03-04 06:13:02,...and you are also wrong...just another fake theory...simply read old Hindu scriptures in its origin language and all answers are there ??,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
vegecherry,2024-02-04 21:17:20,"So the universe is 100,03%",https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
_lungoulen013_,2024-02-04 17:52:28,Then what is dark matter and dark energy... They said we don't know ???????,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
jimsiokos,2024-02-04 15:18:57,@needkimchiplease Michio Kaku,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
thefamilyguydude,2024-02-04 12:45:55,Please tell this to my physics teacher,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
jimpavel,2024-01-04 12:13:36,"Yeah, pwrcent by what, mass?  Volume?  Energy?  Particle count?",https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
tewari.soham,2024-01-04 04:42:51,Theoretical physicist ??,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
c_e_lestial,2024-01-04 04:29:35,@spacy_astro that's some pure knowledge there... appreciate that,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
oprecautions,2024-01-04 04:21:25,And what is dark matter and dark energy?,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
spacy_astro,2024-01-04 03:03:07,"Dark matter** is a mysterious type of matter that does not emit or interact with light, but has only been detected indirectly by its gravitational attraction",https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi
frank41267521,2023-11-08 17:02:29,"@frank41267521 and love how you say "" Hello, this is Astro Athens "" lol",https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
frank41267521,2023-11-08 17:00:38,"Love you science vids,and your drop dead gorgeous to watch ??????",https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
paulrussel30,2023-11-08 05:40:27,Good morning ?? Athena thankyou for all your posts and photos,https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
katzegatocat,2023-10-08 14:17:22,SALAZAR STREET EN YOUTUBE!!! SUSCRIBETE!!GRACIAS!!POR TU APOYO!!???????? ???? ??????,https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
willy_kang_cc,2023-10-08 07:01:16,I love how your loud voice wake me up while I was almost in a noon nap.??,https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
betosvrod,2023-10-08 05:29:31,"OMG! You can teach me anything, anytime!",https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
spaceman.in,2023-10-08 04:24:59,JWST rings. I noticed it and Great video on Dark matter!,https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
pingnick,2023-10-08 03:10:11,Excellent information!  The dark matter/dark energy dichotomy if such a concept exists outside of my limited understanding of astrophysics might also be interesting to delve into!! Thanks again!!!???????????????????????????????????????????,https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
shookclaude,2023-10-08 01:23:53,The outside should be faster like merry go round. You can stand up in the middle but not on the outside ??????,https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
pcsmogle,2023-09-08 23:31:37,"I assume it has mass bc it increases gravity of outer rim of a galaxy,it's like a jellyfish",https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
pcsmogle,2023-09-08 23:29:01,Cool????,https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
perry.doxtator7000,2023-09-08 22:03:11,Gorgeous ??,https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
halloran_illustrations,2023-09-08 20:40:36,So Dark Matter is more invisible then dark. How about calling it Ghost Matter? Although that would break up the duo of Dark Matter and Dark Energy.,https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
starman141,2023-09-08 18:47:27,"Love those ear rings, thanks for the cool educational video!",https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
sadeq_sedqi,2023-09-08 18:24:01,What is difference between dark matter and dark energy?,https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
weareoneyogi,2023-08-15 06:57:48,Your earings are amazing,https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
parrisjim,2023-08-13 01:03:38,you  never  fully know  anything until  you get there...,https://www.instagram.com/reel/Cvu8oXHuT8s/?igsh=OGVneWlncXNvZTVp
moi_bish,2022-10-01 12:01:22,Is- is dark matter when he moves too close to the glass...like is that literally dark matter?,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
te_ekle,2022-07-01 09:36:41,@hnh.farms i was about to write the same thing,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
maggiebugos,2022-04-01 09:33:26,can they say the name of the artist or at least put it in the caption? i shouldnt have to go to the comments to look for it.,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
leaa.thmn,2022-03-08 11:10:34,@seraphina.pfr,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
hnh.farms,2022-02-01 14:09:11,"Im pretty sure the 27% is a typo or misread, its theoretically closer to 87%(still a theory). But still an amazing installation piece!! ??",https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
wyatth2002,2022-01-01 12:59:05,"hey josh and matt, we have lots of love for you guys too!",https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
lattebinch,2022-01-01 07:10:47,I believe in AGSA supremacy ??,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
yoitsnyre,2021-12-31 16:50:09,I kinda really need this,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
thapelo_gv72,2021-12-31 08:05:57,It's way more than 27% there's more dark matter in weight than all the visible stuff in the universe,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
agsa.adelaide,2021-12-31 06:14:40,Thanks for featuring this work! ????,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
jaelilac,2021-12-30 16:18:09,Woah this was so dark and you just brushed over that with a lots of love Josh and Matt ????,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
pppatstevenson,2021-12-30 14:12:11,I love the fact the lil parallel universe thing is sprinkled in there like its just a lil side note ??,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
mirandasmithart,2021-12-30 12:24:13,Loooovvve Olafur Eliasson ??,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
joshandmattdesign,2021-12-30 12:23:29,@jazzino_t dont think so! Will definitely have to check it out thank you ????????,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
jazzino_t,2021-12-30 12:20:35,Have you see his episode on Abstract: The Art of Design on Netflix? Fantastic series.,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
maxiamalie,2021-12-30 12:03:20,I love his artwork !,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
evie.izak,2021-12-30 10:27:23,olafur is one of my faves!,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
tarny_barny,2021-12-30 06:50:49,"You guys be like I am going to say the most interesting thing ever and then hit em with a lots of love, Josh and Matt",https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
joshandmattdesign,2021-12-30 05:53:15,artist is Olafur Eliasson showing at the art gallery of south Australia! ??,https://www.instagram.com/reel/CYGIN5rJxy2/?igsh=bnljcHlnanduYXl0
618ton,2023-09-06 20:34:31,Space Is Full Of Noise,https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
hectorecio,2023-09-06 15:59:27,what if galaxies are drain spots. The universe was filled by the big bang and its being drained by black holes. What we call gravity is just the process of this huge drainage happening. idk haha ??,https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
ricky_the.rick,2023-09-06 10:31:57,"Nah not really imo, we can see the effects of both on the universe",https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
ricky_the.rick,2023-09-06 10:31:29,@ronmeyer8244 because we can see its effects,https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
oyemithoon,2023-09-06 06:57:47,Great??,https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
gloriallano.arte,2023-09-06 01:20:17,Very interesting thank you for sharing it,https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
infinity_inf90_bharatiya,2023-09-06 01:01:49,This dark matter mast had a property that it could no reflect the light or can have the property of completely observing a light ????,https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
djumarc,2023-08-07 16:55:46,@ronmeyer8244 How Luke Skywalker sensed his father or Yoda - disturbance in the Force. ;),https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
ste_end61,2023-08-06 23:00:17,I can't wait to see what you find.,https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
norenemies,2023-08-06 22:47:16,You & the accademia circus ??. Hubble costant does not mean expansion rate. Only in your fund-based crashing model,https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
valerie_chbbrt,2023-08-06 21:14:03,???? very interesting ????,https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
renxuelife,2023-08-06 20:02:42,"Hi there Oana, its so interesting to see the progress in the external approach in the search for Qi. Thank you for your detailed explanations and posts. 
Btw.:Through qigong one can learn to see Qi ( dark Energy) . You should try it ?? You would love how one can combine the internal approach and knowledge from working with Qi with the science and expand ones understanding of the universe.",https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
bigmacno5,2023-08-06 16:58:02,I wonder if dark matter and dark energy will share the same fate as the ether,https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
loreecastroo,2023-08-06 16:47:15,@ronmeyer8244 I think because of the gravity,https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
ronmeyer8244,2023-08-06 16:41:54,If invisible how do you know its there,https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
ricardomotagomes,2023-01-07 01:02:28,Show !!!  To infinity and to beyond !!!  ???????????????????????? !!!  ???????????????????????? !!!  ???????????????????????? !!!  ???????????? !!! ,https://www.instagram.com/reel/CtPCn-cuSn9/?igsh=dzN1ZzI5dG85cHE1
mikael00008,2023-09-29 09:40:20,"@mikael00008 What people call the Big Bang now , it is already mentioned in the Holy Quran 1400 years ago.
Please read the Holy Quran , in Surah Anbiya Chapter 21 Verse No 30 "" Do not the disbelievers see that The heavens and the earth were joined together and we clove them asunder"".",https://www.instagram.com/p/CxIiFIhPyMR
lt1sickstixx,2023-09-15 13:17:23,I believe in the theory of dark matter. The whole thought behind it seems elementary,https://www.instagram.com/p/CxIiFIhPyMR
justjagg_i,2023-09-15 09:47:15,This force is called GOD,https://www.instagram.com/p/CxIiFIhPyMR
mikael00008,2023-09-14 15:01:10,Only Islam can answer this. Allah is the only creator of Heavens and the Earth.,https://www.instagram.com/p/CxIiFIhPyMR
hinasajid588,2023-09-14 14:54:08,"@pink1111moon The article, âGod particles in the perspective  of The AlQuran Surah Yunus: 61 and modern science,â appeared in theÂ Journal of Physics: Conference Series, which in 2017 published submissions to the 2016Â International Conference on Science and Applied Science (Engineering and Educational Science), held in Indonesia. It was authored by Sri Jumini, of the Physics Department Program of Sains AlQuran University in Java.
10: 61 Al Quran 
There is no activity you may be engaged in Ë¹O ProphetËº or portion of the Quran you may be reciting, nor any deed you Ë¹allËº may be doing except that We are a Witness over you while doing it. Not Ë¹evenËº an atomâs weight is hidden from your Lord on earth or in heaven; nor anything smaller or larger than that, but is Ë¹writtenËº in a perfect Record.1",https://www.instagram.com/p/CxIiFIhPyMR
pink1111moon,2023-09-13 22:37:36,"Scientist identified this force , the invisible 17th force of Quantum Physics, The Higgs Boson or God Particle in December 2012 when Earth went through the Galactic Centre in Sagitarrius A and Earth ascended into the fourth density.  This force is the unmanifest energy of the Supreme Person - God.",https://www.instagram.com/p/CxIiFIhPyMR
davide.silverstein,2023-09-13 17:13:59,@official_jogan_ right.  I am sure the dark matter is Satan.,https://www.instagram.com/p/CxIiFIhPyMR
eyeamafsana,2023-09-13 16:42:17,Different dimensions coexisting but cannot be seen.,https://www.instagram.com/p/CxIiFIhPyMR
official_jogan_,2023-09-13 16:01:44,science is fictional one day they will come up and say that ânow a new research theory sayâ and boom whatever they said earlier will become 0,https://www.instagram.com/p/CxIiFIhPyMR
karadzak,2023-09-13 14:46:08,"It is how iz Nikola Tesla describe, iz is ethar or etar! The ether is considered a universal medium consisting of a primary substance, attenuated beyond conception, which fills all space and connects all matter. This medium, or field of force, is responsible for action at a distanceâa concept where an object can interact with other objects even though they are separated in space",https://www.instagram.com/p/CxIiFIhPyMR
yakubauz,2023-09-13 14:36:49,"Call it what it is , Melanin",https://www.instagram.com/p/CxIiFIhPyMR
rviindr.potdaar,2024-02-09 23:45:51,"Your statement in itself is contradictory ,how can you decide the percentage ,when you don't know the dimensions of universe, it means that you are not at all aware  of infinity.",https://www.instagram.com/p/C2XNTUIvKam
space_science919,2024-01-25 17:36:19,Follow me for science videosðð,https://www.instagram.com/p/C2XNTUIvKam
space_science919,2024-01-25 17:35:30,Chek my storyð¥ð¥ follow me,https://www.instagram.com/p/C2XNTUIvKam
gimmee_87,2024-01-21 17:17:05,@kkkaizen exactly I was thinking the same broð,https://www.instagram.com/p/C2XNTUIvKam
kkkaizen,2024-01-21 12:47:38,"Thoda bewakoofi nahi heð, How can you say a limit to a think which is not even visible to youð how can you say that we have seen 25 perc. When you don't even know tha totalð",https://www.instagram.com/p/C2XNTUIvKam
s_mvem.jsun,2024-01-21 12:44:48,All the information sources for which we don't have sensors are invisible to us.ð,https://www.instagram.com/p/C2XNTUIvKam
v.pradeep83,2024-01-21 12:42:52,I love this chanelððð¥ððð,https://www.instagram.com/p/C2XNTUIvKam
para.nxoia_,2024-01-21 12:42:28,Jai shree ram â¤ï¸,https://www.instagram.com/p/C2XNTUIvKam
bhavya11_08,2024-04-06 14:52:05,@idk_hitarth ð¤ð¤,https://www.instagram.com/p/C4iq8Q6xasc
santosh_gaikwad_2007,2024-04-02 06:27:25,@antisocialsam_._ shoutout song,https://www.instagram.com/p/C4iq8Q6xasc
iits_rohit5,2024-03-27 09:47:37,@aasif_tyagi_500 really bro 68% of universe ð³,https://www.instagram.com/p/C4iq8Q6xasc
raven0_99,2024-03-26 18:22:22,The next step in the world of physics is to find proper theories and proofs that could explain what actually dark matter is.,https://www.instagram.com/p/C4iq8Q6xasc
depressed_boy_609,2024-03-25 18:51:42,Bhai ap mera physics teacher se acha samjha te hoð,https://www.instagram.com/p/C4iq8Q6xasc
msd_kuldeep_sharma,2024-03-24 07:50:51,Bachpan mhe @facttechz bhaiya or ab yeh bhaiya ðð¤,https://www.instagram.com/p/C4iq8Q6xasc
bishal.0804,2024-03-22 22:03:33,@antisocialsam_._ specifically hotline bling by billie eilish tiktok edit,https://www.instagram.com/p/C4iq8Q6xasc
0mi.735,2024-03-22 15:03:36,@__abhi__0916__ Black space,https://www.instagram.com/p/C4iq8Q6xasc
__abhi__0916__,2024-03-22 14:54:21,@0mi.735 Negative ? how ?,https://www.instagram.com/p/C4iq8Q6xasc
0mi.735,2024-03-22 13:03:52,@__abhi__0916__ Shiva means Negative space..Read Amrutanubhav,https://www.instagram.com/p/C4iq8Q6xasc
idk_hitarth,2024-03-22 07:22:18,You said that it does not interact with light.... Then how does it bend it with its gravitational properties?,https://www.instagram.com/p/C4iq8Q6xasc
theactualkim_jongun,2024-03-21 19:38:01,Humans are only able to see till 3rd dimensions and has understanding of 4th dimensions. I believe dark matter could be things of other dimensions which our eyes cannot see,https://www.instagram.com/p/C4iq8Q6xasc
jeevesh_x,2024-03-19 16:01:29,"Bro light density ke change hone se bhi bend hoti he, but space me idkð",https://www.instagram.com/p/C4iq8Q6xasc
om.wani21,2024-03-19 09:11:00,"Few days ago, i read that scientists say there's no dark matter in our universe. Do you believe it?",https://www.instagram.com/p/C4iq8Q6xasc
viper__of_trilok,2024-03-19 08:34:37,Physics is amazing,https://www.instagram.com/p/C4iq8Q6xasc
preet_parmar1904,2024-03-19 03:36:36,Pls explain how black emit lightð¥ð¥ð¥,https://www.instagram.com/p/C4iq8Q6xasc
_yewan_.xingxi._,2024-03-18 16:41:38,Bro will make me fell in love with physics ð¥ð¥,https://www.instagram.com/p/C4iq8Q6xasc
kaif_04_vk,2024-03-18 12:26:21,Phle kaha ki light se interact nhi krti fir example dete ho ki light bend ho jati hai  ye kya baat hai?,https://www.instagram.com/p/C4iq8Q6xasc
sharma.nmn,2024-03-18 02:29:14,"Everything is made pf dark matter in this universe, including us",https://www.instagram.com/p/C4iq8Q6xasc
