"video_id","video_title","comment_author","comment_text"
"DDMOHLZtYLM","What is dark matter? – with Peter Fisher","@jfffjl","At 3:16 Dr.Fisher refers to the expansion of the universe as acceleration, several times,which took me a while to tease out what he was actually saying.  Kind of cast a pall over the rest of the lecture"
"DDMOHLZtYLM","What is dark matter? – with Peter Fisher","@vernonwalker6965","Oh well the truth is that we do not have the scientific process  to measure it and we probably never will have .However, I find the theory that it has a gravity and therefore forms clumps around galaxies is a theory too far. Space is not  entirely empty even between planets it is filled with gases debris and dust resulting from collisions that have taken place over billions of years . These sometimes almost invisible particles will have a cumulative gravity and they will be drawn into orbits around stronger gravitation forces such as galaxies . In quantity they will exert their own gravity which is what they are seeing and claiming mistakenly that dark matter must have a gravitational force which is affecting orbits of bodies within the galaxies. .... Author Dark Matter Transit, trilogy,"
"DDMOHLZtYLM","What is dark matter? – with Peter Fisher","@PedroDiMaggio-dk4lb","This guy is an embarrassment to science"
"DDMOHLZtYLM","What is dark matter? – with Peter Fisher","@byronweber5364","Perhaps because we cannot still quantify dark matter with the standard model, we may have to find another field of matter in the space/time metric from which we can propose a dark matter particle related to but not included in the standard model.  Just a thought."
"DDMOHLZtYLM","What is dark matter? – with Peter Fisher","@kevinsayes","We always see the graphics of mass warping a space time grid. What if when extremely massive objects (galaxies, black holes, etc) warp space time, it doesn’t just pop back to “neutral” when they move on? If it left a trail, something like a ditch on the space time grid graphic, wouldn’t gravitational effects still be observed? I don’t even know if this makes sense mathematically, I just like to brainstorm."
"DDMOHLZtYLM","What is dark matter? – with Peter Fisher","@boxfox2945","Run through thick forest on a dark cloudy night. To dark to see. And run straight into a tree' that's dark matter..😅 - ""darkness' matters""👻"
"DDMOHLZtYLM","What is dark matter? – with Peter Fisher","@pattheitguy","Shame that RI has gone down to videos of people looking at their notes."
"DDMOHLZtYLM","What is dark matter? – with Peter Fisher","@NOMADCREATIVESOLUTIONS","This picture seems to suggest that matter is reducing over time (into black holes) and the vacuum energy or the space between matter and things is expanding - the less matter of both kinds, the bigger the vacuum thus increasing that vacuum energy and the expansion"
"DDMOHLZtYLM","What is dark matter? – with Peter Fisher","@Boredom19855","Think of yourself as a 5d being where the branches of 4 d worldlines have vertices called choices.  There'd be a hyper circle of choices that lead you away from the center that will probably be named a ""worldplane"" or something by scientists eventually. The 6d ""worldmatrix"" is the ""universe"" from its particular beginning to every possible ending.   There's been lots of talk of an anti universe that flows backwards through time... that anti universe would be 7d polarly related to our 6d... from its ending to our beginning. As long as parity is eventually concerved its just an exceedingly rare (you only need 1 in eternity to happen) quantum fluctuation.   The coming together of these universes would cause immediate faster than light universal enlightenment.   Dark matter is the space between now and the end of time... I think of it as a machine the ""eschaton elves"" built that inputs memes between now and the end of time to prevent or atlesst slow the inevitable..."
"DDMOHLZtYLM","What is dark matter? – with Peter Fisher","@peter4210","TLDR: Dark matter is a theoretical magical matter that was invented over 100 years ago by some guy who applied newtons law while looking at a galaxy and realized that the outer most objects were not spinning around the galactic center as slow as orbital mechanics dictated. They did move at the right speed if the guy toke into account that the galaxy was heavier then he estimated the weight to be at. To him, fudging the numbers to get the right answer meant that the problem was that he was not seeing the missing matter instead of assuming the math to be wrong. Because maths in a era they had not gone to the moon yes was obviously not flawed, he theorized that there is somehow a dark, invisible form of matter.   Modern dark matter believers say that over 70% of the universe matter is dark matter, how every they are not able to detect or prove that it exist.  In essence dark matter is the modern version of ""i dont understand lighting, therefore it is god who is angry"".  Currently there is a lot of scientist who are working with models to fix the equation that we use for gravity. In essence fixing the math instead of inventing something that clearly does not exist. Turns out, most of these works require just a minute adjustment, Sadly, the belief in dark matter which goes against the scientific principle is so encrusted now that to prove the dark matter believers wrong, their mathematical formula has to essentially also account for all the dumb shit they also say is the work of dark matter which is ridiculous since they basically have to prove the earth is round and as far as we know also show that the same proof explains why the mitochondria is the powerhouse of the cell, too things that as far as we know are unrelated except they have no proof.  Basicaly, Dark matter believes are religious extremist with no proof for anything because its all theoretical since we are stuck on this planet."
"DDMOHLZtYLM","What is dark matter? – with Peter Fisher","@MrKafein","Antihydrogen and antihelium, mostly. Thanks for your attention, have a nice day."
"DDMOHLZtYLM","What is dark matter? – with Peter Fisher","@tomsawyer4776","""Dark Matter"" is not a real substance...it is just a cash cow for physicist who make their living looking for nothing. A rip off of federal tax dollars."
"DDMOHLZtYLM","What is dark matter? – with Peter Fisher","@jaceknowak3404","Unfortunately, dark matter does not exist because there is no evidence that it exists. The gravitational phenomena observed by astronomers, which are explained by the existence of dark matter, are the result of the expansion of space in time. The expansion of space is equivalent to the straightening of a deflection of space. Gravity, described by Einstein's equations as the deflection of space-time, is possible only in the higher spatial dimension, which many do not pay attention to. A galaxy spinning in expanding space reduces gravity to the square of the distance between planets, stars, and black holes as space-time expands. Therefore, the rotation curves of galaxies are rectified, that gravity is greater at first and then decreases as space itself expands.  Niestety, ciemna materia nie istnieje, ponieważ nie ma żadnych dowodów na jej istnienie. Obserwowane przez astronomów zjawiska grawitacyjne, które są tłumaczone istnieniem ciemnej materii, są wynikiem ekspansji przestrzeni w czasie. Ekspansja przestrzeni jest równoważna rozprostowywaniu się ugiętej przestrzeni. Grawitacja, opisywana równaniami Einsteina jako ugięcie czasoprzestrzeni jest możliwa jedynie w wyższym wymiarze przestrzennym, na co wielu nie zwraca uwagi. Wirująca w ekspandującej przestrzeni galaktyka zmniejsza grawitację do kwadratu odległości pomiędzy planetami, gwiazdami i czarnymi dziurami wraz z ekspansją czasoprzestrzeni. Dlatego krzywe rotacji galaktyk są rozprostowane, że początkowo grawitacja jest większa, a następnie zmniejsza się wraz z ekspansją samej przestrzeni."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@julieprabhu7199","darl matter doesn't even exist😅😅"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@billlancaste6062","Scientists close their minds to spirituality. In order for anyone to discover one must think differently. I suspect egotism. Certain arrogant, albeit exceptionally intelligent, personages will attempt to ridicule others who debate and challenge what they say."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@SteelZxx","I have explanation of dark matter..  So basically when u turn on the lights and turn them off again the light is gone and the black energy ""dark matter"" will fill the room ♾️ times faster than light speed and the whole unseen universe doesnt have any light source which makes dark matter expand infinatly and this dark matter isnt even matter so if u go by any way to the unseen universe u will be stuck there forever as theres no time there same as black holes, but difference is that black holes are matters but dark energy isnt matter.  Thats my thoughts tho and it may not be true 😊"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@Busyguy1119","Another Einstein is required for that"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@unbendedurchin1821","I thought we knew it’s matter but we only know it’s made of neutrinos and we don’t know what the rest of its mass is composed of I finished the whole physics book"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@chrise7270","I’m dark skinned FYI💫"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@tianyase","Y'all we never know enough about outter space because you don't go within the space inside your bodies enough."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@miguelandmelanne8817","To put it simply and metaphorically, dark matter is God’s super glue that holds the universe together."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@JonathanMarcy","-.- no there is no such thing as dark energy"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@shazmabatool6696","I know what is dark matter"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@xondeez757","Prophet Muhammad saw said this universe is just the first. There are 6 other universes on top of each other (could be literally) and each universe is way larger than the previous one."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@3D_Printing","Like an iceberg"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@jacobcordova1104","CREATION OF GOD IS DIFFICULT FOR YOU TO UNDERSTAND BUT YOU HAD FAITH IN THIS PARTICLE AND YOU ARE FINDING IT HAVE FAITH IN JESUS AND YOULL SEE."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@isaljaguar7800","Dark matter is a theory... it is not a scientific fact... most of what he speak is theory, but speaks it as facts"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@chuckseminski","Is this dark matter/energy inside or outside the universe? Picture the ever expanding universe as a bubble, a vacuum on the inside with everything we can see, and endless non-existence on the outside. How would the external absence of anything affect the ever-expanding universe? Would endless non-existence appear as though it had substance/matter?"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@jasongraham5648","“ People don’t think the universe be like it is, but it do.”  Black science man"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@lesprad","Bravissimo"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@brilliantignorance806","Maybe the Dark Energy is what some call “GOD” ijs"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@robertdoyle6287","If you don’t know something then UNTIL you do it is only an HYPOTHESIS."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@xcaliber4141","I can guarantee its gonna be just expansion of universe still going on like and strength of an explosion nothing then big crunch might happen"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@colinnixon7739","It's the force"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@benzgang8206","It’s called GOD /Jesus buddy look no further !"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@satishkumar-mt2iy","😉😊🙏🙏🙏🙏😊🤝🤝🤝🤝🤝😉😉"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@HandMade715","The void"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@mansoorkaghaz9669","But u do have a hundred percent clue that god is faults lol 😂"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@mansoorkaghaz9669","He always uses we lol instead of saying scientist he is in love with himself"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@Byssa6","I know what dark matter is   An eldritch abomination. That’s what Dark Matter is"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@ZubinGulati","Woo hoo! Gravitons may be real! And whaaaaat? Levitons too? Sight maybe gravilevitons too?"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@haleluyabeharu4524","What if dark matter is an illustion and dark energy is a energy that created by that illustion"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@mrollins4684","He knows from experience, right? Rrrrrright...."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@10thletter40","Wouldn't it make sense if dark energy isn't any energy whatsoever but the ripples of 3D space itself.   ""no, you normie"" *hr long explanation*"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@davinhiscock290","Experts of nothing are funny Freemasons are funny clowns"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@denisdimitrov5051","Guys please answer me. Is it possible, that the universe is expanding as an oposite force to gravity pulling everything up? Or second scenario, everything is actually getting smaller and we think we are expanding?"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@cthawk6770","The ancient story of Gilgamesh, should have provided you a clue. Now, we have Goblekli Tepe. What is it, that is so special, so frightening, that gives comparatively, baby governments, to fear what has been? Written, literally, in stone?  What are the secrets about understanding our past, future and present? That; we aren’t given the tools to work with, that we’ve earned? Capitalism, be damned, when it incarcerates the masses with the ignorance of servitude.  Take that, to the Bank."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@MIHMediaInc","As a dark person I feel aggrieved that the word dark is being used in science for things unknown. But hey we occupy 97% baby. 😅"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@MIHMediaInc","""We have no clue & we do not know"". It would be great if this disclaimer is stated before all science theories."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@charleypetty6242","Showing Yashua is still the holder of the secrets of the universe."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@naturescritter4691","I figured it out, if I just call something dark, then it means I don’t understand it……  I love dark crypto currencies"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@tonyhutto3049","Yeah, this is the Math!? do we know what we're measuring"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@walterbbellemy1947","For the 1st time a physicist says something that's poignant and factual that they don't know something and I praise him for that because a lot of our clients can be at times it's a hypothesis of someething."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@realitycheck1018","So, if space itself is expanding, then why doesn't the matter suspended within it expand apart?  Why are the molecules that comprise you, not flying apart?"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@rightreasons7908","He just admits that they have no clue of what 97% of the universe is doing. Then turns around and says he doesn’t believe in God. Is it possible that God exist somewhere in the 97% of stuff that you’re ignorant about?"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@roberthamill1277","And everything that he just said is true - so far..."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@tommylee2663","If u don’t know the answer, just say god did it."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@mgurjar008","महाकाल और महाकाली"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@clarksteel9891","""We got no clue he said"" yet its been pass on  generation to generation that outside of the world you only see chaos energy and nothing more.scientist make it more complicated because they never want to understand/admit it."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@helenbostock2350","A mind is not stupid then man give something a name and then try to figure what they don't understand"
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@mikedykeit7287","Mr de grassa, I have reasons to believe that I have devised a theory that explains dark energy and dark matter. What's even more interesting is how they are related to the fine structure constant."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@steve369powell2","All matter in this particular space of the Multiverse and countless others seek there renewal thru black holes and the unfathomable # of removing mass is what TRIGGERS expansion of the known universe expans from.. BTW IF YOU THINK THIS THEORY HAS MERRITT CONTACT ME AS THERE IS SO MUCH MORE TO THIS."
"FbdsyybTyEA","Dark Matter and Dark Energy | Neil deGrasse Tyson #astrophysics","@blackyemen","And he took that personal"
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@sea_space","This video was a collab with SpaceWave, he made the soundtrack specially for this video! Listen to the full 2-hour version and check him out: https://youtu.be/ZDjXSOkThzk"
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@robertfraser9551","Neil Turok advocates for heavy Right Handed Neutrinos being dark matter. (There being these glaring gaps in the standard model ) He thinks 5 years will get an answer."
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@markhuru","It can only be what it is an only observe . Our best observation is that it is made up of many gases. A lubrication that  carbon forms slip thru."
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@markhuru","I think there fore I am…"
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@spectator5709","I don't know how many times I've fallen asleep to this video by now.  In a good way, I mean! 😅😌😑😴"
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@willthomsen7569","This is scary stuff. We can PROVE that we have no idea what 85% of the matter in the universe is, OR we are STILL completely unaware of a fundamental physical force that exists in our universe. It makes me so happy and excited I can’t even tell you lol"
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@Zockopa","Honestly i have my problems with the dark stuff. You cant see,feel,measures it and effectivly it just happens to  round up existing mathermatical models. Other than that its simply not there. So probably it is realy not there and  the problem are with basic assumptions being flawed. I mean its pretty unbelievable that around 85% of all mass is not there as far as tangible reality is concerned.😕"
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@lilymanning8325","Will you make a podcast?"
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@egay86292","welcome to dark cosmology, the only science to admit up front that the elephant we are all so blindly groping might just be a herd."
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@egay86292","""this point began to expand."" expand into what? inflation needs a volume to inflate into, which by definition did not exist. i'll wait."
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@ourcommonancestry6025","You can't have missing mass... But you can have bias to look for it using false assumptions... Case in point. What happens to professors who, thru their own theories, interference with the money train keeping mainstream scientist employed?  Climate chang, evolution, you will become like God.. You people are buying the cart and no roads, horses, or trained drivers are answering your calls."
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@Duise-um4ni","Great speaker!❤"
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@nickbellais1192","Not a single challenging comment/viewpoint"
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@MrConstitutionDay","It (dark matter) is much more than speculation. After dealing with the wild speculation of alternative visions of gravity, dark matter seems down right simple to understand. We can't see it at distances of galactic halos and ancient inclusions deep inside regular matter. The evidence of dark matter is overwhelming. Sadly the evidence for the standard model particle of dark matter is completely lacking. Here's the problem. Dark Matter has been around for far longer than standard model particles. Since they are so old and slow moving and neutral and massive they are not found just anywhere. In fact they tend to be found only at the centers of large massive objects like stars and planets and moons and the like. Otherwise, they are found in the halos of galaxies. The exception would seem to be large massive yet fragmented objects, such as the asteroid belt protoplanet between Mars and Jupiter. The masses of dark matter particles may well have several varieties from the least massive and youngest to the most massive and oldest. The least massive and youngest may well fall into the logarithmic scale proportional to that between Gravity and Electromagnetism. This is the hierarchical scale with Hadronic and Leptonic quarks at one end, the bottom end of this scale. This spans 10^36 in a scale proportional to the relative number of dimensions applying to this scale. Clearly there must be several dimensions in this scale. Approximately 7 dimensions seems to be the least massive divisision of this logarithmic scale that makes any sense. Applying a natural scale suggests that at minimum 1/18 of 36 or about 10^2 times as massive as quarks for the least massive initial stages or types of forms of dark matter, while 1/7 of 36 or about 10^5 or more times as massive as quarks for the most massive forms of the initial stages or types of dark matter. Consequentially, small quantities of this novel form of dark matter should be able to be detected, then found, isolated, formally discovered, transported, refined and manufactured. Obviously research and developments  in the asteroid  belt are going to be instrumental in this discovery. The slow pace of space exploration seems to mean that it's going to be a while before we get this discovery at long last. Of course, the future of dark matter doesn't really begin until its formal discovery, so we'll have to wait till then, whenever that may be.  part 2 Ok. So the Chrysanthemum or Mum, sometimes called the Mon when depicted in art,  can now be understood in terms of highly temporary but sometimes long lived quark models. It is sometimes well established that early versions of the mum were constricted within 2 dimensions. They were strongly limited, apparently limited to about 21 petals, as predicted by Fibonnacci. However, in later Mon depictions, full blown 3 dimensional mums have been depicted and are apparently grown and are flourishing. These are much larger than previous 2 dimensional models. In counterpart, quark models in the standard model have far exceeded the dark matter models contemplated. For instance, Charm quarks are over 600 times larger than standard Up quarks, and Bottom quarks are over 400 times bigger than standard Strange quarks. In previous models of the Fibonacci model of quark expansion, the numbers (10^2 to 10^5) are well known and within the known potential of this dimension of dark matter. We can expect this dimension of dark matter stable components within isolated dark matter, such as within isolated galactic halos. However, trapped dark matter components such as within stars, planets and moons may be decaying quickly, as exhibited by our own Moon, which has shut down and become locked in its gravitationally stabilized orbit, and the planets Mercury and perhaps even Mars, which apparently have also slowed down, and headed for stopping. This energetic model is shocking, and further dark matter and similar quark models, may be decaying or already gone, so the Mum/Mon model will be an important strategic exploration and investigation.  I like the Chrysanthemum model for quarks anyway. It depicts the exponential growth of standard model quarks that we have already seen. However, I think we will see a plateauing of such quark expansions, I think the upper limit of further discoveries such as within the Cern Large Hadron Collider may be reached at about 10,000 times the mass of standard model Up quarks. Spoiler Alert: There may be some new quarks within this range. However, some dimensions or ranges of dark matter quarks may already have expired and would only be available at galactic scales of discovery and investigation. So dark matter research may still have local frontiers to discover, but may stall at this range.  The good news is that we have an extremely long time to do this  research and discovery of standard model quarks before dark energy expansion catches up with us.  Relax. It's cool. I hope that you have enjoyed this Fibonacci mathematical Chrysanthemum experiment in both quarks and dark matter.  Thank you for reading.    part 3  Ok. So we are now assuming the Fibonnacci based Chrysanthemum model of hyperdimensional dark matter and quarks.  Or we still have sluggards or Luddites who can't keep up. In this assumptive model, this structure suggests that such matter would be in the range of 10^5 to 10^8 times the mass of standard model quarks. For regular folks this is from 10,000 times to 100,000,000 times this mass. That is really close to the neutron star category of matter. While this may be amusing consider where this is going, the next phase of dark matter and as yet undiscovered quark masses would have to be in the range of 10^13 to 10^21, or 1,000,000,000,000 to 1,000,000,000,000,000,000,000 quark masses. Is this in the range of black holes yet? Or are we still stalled at very large neutron stars? Again we must pause and consider where we are. The first stages of dark matter is from 10^2 to 10^3 masses, the 2nd stage would be from 10^3 to 10^5 masses, the 3rd stage would be from 10^5 to 10^8 masses, and the 4th stage would be from 10^8 masses to 10^13 masses. Whew. Theoretically the 5th stage of dark matter would be 10^13 to 10^21 masses. That still leaves us with the 6th stage of the mass of dark matter and quarks. This is the staggering number of 10^21 to 10^34 masses for quarks and dark matter. Wow. This is clearly the end of our Chrysanthemum dark matter models. It is also the end of our hierarchical mass models. What comes after the end of our Electromagnetism model? I dare not postulate. But I suspect outer space models of dark energy. This is the incredible range of from 10^34 to 10^55 masses, a gut wrenching number  times the mass of standard  model quarks.  This is the amount of masses that represents the beginning or the ending of the universe. It's not just a black hole. It's the end. Sorry - not sorry."
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@MrConstitutionDay","Dark matter need not stay  a mystery. The idea is that dark matter is old and slow and unreactive to light and massive. It can't be found easily.  The evidence of dark matter is overwhelming. Sadly the evidence for the standard model particle of dark matter is completely lacking. Here's the problem. Dark Matter has been around for far longer than standard model particles. Since they are so old and slow moving and neutral and massive they are not found just anywhere. In fact they tend to be found only at the centers of large massive objects like stars and planets and moons and the like. Otherwise, they are found in the halos of galaxies. The exception would seem to be large massive yet fragmented objects, such as the asteroid belt protoplanet between Mars and Jupiter. The masses of dark matter particles may well have several varieties from the least massive and youngest to the most massive and oldest. The least massive and youngest may well fall into the logarithmic scale proportional to that between Gravity and Electromagnetism. This is the hierarchical scale with Hadronic and Leptonic quarks at one end, the bottom end of this scale. This spans 10^36 in a scale proportional to the relative number of dimensions applying to this scale. Clearly there must be several dimensions in this scale. Approximately 7 dimensions seems to be the least massive divisision of this logarithmic scale that makes any sense. Applying a natural scale suggests that at minimum 1/18 of 36 or about 10^2 times as massive as quarks for the least massive initial stages or types of forms of dark matter, while 1/7 of 36 or about 10^5 or more times as massive as quarks for the most massive forms of the initial stages or types of dark matter. Consequentially, small quantities of this novel form of dark matter should be able to be detected, then found, isolated, formally discovered, transported, refined and manufactured. Obviously research and developments  in the asteroid  belt are going to be instrumental in this discovery. The slow pace of space exploration seems to mean that it's going to be a while before we get this discovery at long last. Of course, the future of dark matter doesn't really begin until its formal discovery, so we'll have to wait till then, whenever that may be.  part 2 Ok. So the Chrysanthemum or Mum, sometimes called the Mon when depicted in art,  can now be understood in terms of highly temporary but sometimes long lived quark models. It is sometimes well established that early versions of the mum were constricted within 2 dimensions. They were strongly limited, apparently limited to about 21 petals, as predicted by Fibonnacci. However, in later Mon depictions, full blown 3 dimensional mums have been depicted and are apparently grown and are flourishing. These are much larger than previous 2 dimensional models. In counterpart, quark models in the standard model have far exceeded the dark matter models contemplated. For instance, Charm quarks are over 600 times larger than standard Up quarks, and Bottom quarks are over 400 times bigger than standard Strange quarks. In previous models of the Fibonacci model of quark expansion, the numbers (10^2 to 10^5) are well known and within the known potential of this dimension of dark matter. We can expect this dimension of dark matter stable components within isolated dark matter, such as within isolated galactic halos. However, trapped dark matter components such as within stars, planets and moons may be decaying quickly, as exhibited by our own Moon, which has shut down and become locked in its gravitationally stabilized orbit, and the planets Mercury and perhaps even Mars, which apparently have also slowed down, and headed for stopping. This energetic model is shocking, and further dark matter and similar quark models, may be decaying or already gone, so the Mum/Mon model will be an important strategic exploration and investigation.  I like the Chrysanthemum model for quarks anyway. It depicts the exponential growth of standard model quarks that we have already seen. However, I think we will see a plateauing of such quark expansions, I think the upper limit of further discoveries such as within the Cern Large Hadron Collider may be reached at about 10,000 times the mass of standard model Up quarks. Spoiler Alert: There may be some new quarks within this range. However, some dimensions or ranges of dark matter quarks may already have expired and would only be available at galactic scales of discovery and investigation. So dark matter research may still have local frontiers to discover, but may stall at this range.  The good news is that we have an extremely long time to do this  research and discovery of standard model quarks before dark energy expansion catches up with us.  Relax. It's cool. I hope that you have enjoyed this Fibonacci mathematical Chrysanthemum experiment in both quarks and dark matter.  Thank you for reading.    part 3  Ok. So we are now assuming the Fibonnacci based Chrysanthemum model of hyperdimensional dark matter and quarks.  Or we still have sluggards or Luddites who can't keep up. In this assumptive model, this structure suggests that such matter would be in the range of 10^5 to 10^8 times the mass of standard model quarks. For regular folks this is from 10,000 times to 100,000,000 times this mass. That is really close to the neutron star category of matter. While this may be amusing consider where this is going, the next phase of dark matter and as yet undiscovered quark masses would have to be in the range of 10^13 to 10^21, or 1,000,000,000,000 to 1,000,000,000,000,000,000,000 quark masses. Is this in the range of black holes yet? Or are we still stalled at very large neutron stars? Again we must pause and consider where we are. The first stages of dark matter is from 10^2 to 10^3 masses, the 2nd stage would be from 10^3 to 10^5 masses, the 3rd stage would be from 10^5 to 10^8 masses, and the 4th stage would be from 10^8 masses to 10^13 masses. Whew. Theoretically the 5th stage of dark matter would be 10^13 to 10^21 masses. That still leaves us with the 6th stage of the mass of dark matter and quarks. This is the staggering number of 10^21 to 10^34 masses for quarks and dark matter. Wow. This is clearly the end of our Chrysanthemum dark matter models. It is also the end of our hierarchical mass models. What comes after the end of our Electromagnetism model? I dare not postulate. But I suspect outer space models of dark energy. This is the incredible range of from 10^34 to 10^55 masses, a gut wrenching number  times the mass of standard  model quarks.  This is the amount of masses that represents the beginning or the ending of the universe. It's not just a black hole. It's the end. Sorry - not sorry."
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@Zorton_","What if Dark Matter is Time itself."
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@VoltLover00","This is all bullshit"
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@renupathak4442","Amazing, explicit and truly admirable explanation. This channel is undoubtedly the best and to think he is not a cosmology scientist. I wish he was a teacher in school for our children. I follow you from india. Keep up the good work"
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@roberthypes6149","Just remember that this is theory.  Well thought out,but still theory. Not FACTS. Mond theory does away with dark matter."
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@AlanMcGonigle-ho1tz","Ok humans. the best way I can describe this is if you are fish. Dark matter is the ocean and dark energy is the current.😜😜😜"
"5iA7wZfxglE","The Dark Matter Mystery [4K]","@KingBritish","I wonder if Dark Matter could be something to do with the missing Antimatter, maybe like a byproduct. Given the Antimatter was destroyed and therefore invisible as though completely out of existence, which describes Dark Matter."
