,,"Name (click to view profile)",Date,Likes,isHearted,isPinned,Comment,"Profile ID","Comment ID","Comment URL"
1,,@Fadeon60fps,"2024-01-21 20:51:40",0,no,no,"What’s the song called",UCEnY_wg5ar65iHqYciWAMRQ,UgxgE7ekJ9jT6jF7bQ14AaABAg,https://www.youtube.com/watch?v=YSThUhFMiJY&lc=UgxgE7ekJ9jT6jF7bQ14AaABAg
2,,@nusratsharmin6480,"2024-01-22 13:18:25",0,no,no,"Oh damnnn
This edit went through my bone dude 🥶🥶",UC5-0gQQuL7Bcdvm5KoVB6Gw,UgzISX7Feee8gNIiE-J4AaABAg,https://www.youtube.com/watch?v=YSThUhFMiJY&lc=UgzISX7Feee8gNIiE-J4AaABAg
3,,@TheYoung-Gamer12,"2024-01-22 22:10:45",0,no,no,"THE ZERO POINT FROM FORTNITE",UC68zY3_Vi0K5cAV3B6Dq_Wg,UgwLnPfLRLI-fFWShS54AaABAg,https://www.youtube.com/watch?v=YSThUhFMiJY&lc=UgwLnPfLRLI-fFWShS54AaABAg
4,,@HydroxideFN,"2024-01-22 22:21:38",3,no,no,"Bro dropped the hardest edit of 2024 so far and didnt think we would notice",UCNU3k5IinKuHVD005xKec-g,UgzvE2UsxiaBf_tmAMB4AaABAg,https://www.youtube.com/watch?v=YSThUhFMiJY&lc=UgzvE2UsxiaBf_tmAMB4AaABAg
5,,@mainraider,"2024-01-23 03:42:38",0,no,no,"Dark matter at first.
Milkdromeda is an Dark energy then.",UC_DqnypA1cM-fL1Y7_3BDLA,Ugwk1k6RzD7tx7rgVkZ4AaABAg,https://www.youtube.com/watch?v=YSThUhFMiJY&lc=Ugwk1k6RzD7tx7rgVkZ4AaABAg
6,,@cloieherzog2546,"2024-01-23 08:40:56",0,no,no,"Its the black hole in the middle of the galaxy that keeps them together... Duh",UCBU5I40DzrkRBipUJIwDjfA,UgxqTTLdtkIPD9Dv3Rx4AaABAg,https://www.youtube.com/watch?v=YSThUhFMiJY&lc=UgxqTTLdtkIPD9Dv3Rx4AaABAg
7,,@liveoflashhk6376,"2024-01-23 11:03:42",0,no,no,"Maybe it's to big and all the universes are inside of it so we can't notice that we are inside of it ????",UCCa4vpk2HIb4JgBw10aR0uA,UgzIO9mR0RJsLtlind94AaABAg,https://www.youtube.com/watch?v=YSThUhFMiJY&lc=UgzIO9mR0RJsLtlind94AaABAg
8,,@DarkMidnight_Sky,"2024-01-23 14:01:16",1,no,no,"It's the black hole 🕳",UCKYmuqQ3o1f5PxNRw6kupWw,Ugzfjdkh8OqfRlcVgJF4AaABAg,https://www.youtube.com/watch?v=YSThUhFMiJY&lc=Ugzfjdkh8OqfRlcVgJF4AaABAg
9,,@uz_lop,"2024-01-23 14:33:13",4,no,no,"Blud dropped us in space and didnt give us oxygen 🗣️🔥🔥🔥",UCXkgosnF3VBmYI1ELixqSZA,UgyIgmbbO-AHtz0SoW54AaABAg,https://www.youtube.com/watch?v=YSThUhFMiJY&lc=UgyIgmbbO-AHtz0SoW54AaABAg
10,,@Uikakaishin123,"2024-01-24 04:58:37",0,no,no,"The cameraman🗿🗿🗿",UCWQfOl-9hxa49vqG1Noai9A,UgzMWvON8eWLSVQJIhZ4AaABAg,https://www.youtube.com/watch?v=YSThUhFMiJY&lc=UgzMWvON8eWLSVQJIhZ4AaABAg
