Exported by,ExportComments.com,,,,,,,
Source URL,https://youtube.com/shorts/PVbGO_SdyPs?si=dUapxM6k3Vh_lMGO,,,,,,,
Timezone,,,,,,,,
,,,,,,,,
Some Comments may not appear here because of their privacy settings,,,,,,,,
,,,,,,,,
,,Name (click to view profile),Date,Likes,isHearted,isPinned,Comment,(view source)
200,,@arnavkhatana1169,28/06/23 07:45:01,1,no,no,"Chor sala ?? 
Script video content sab astrokobi se churaya hai ??",view comment
201,,@chiranjitmajumder8922,28/06/23 13:42:26,0,no,no,Don't talk rubbish,view comment
202,,@lokeshmeenaindia,29/06/23 04:31:46,1,no,no,Amazing Science Star ?India ????,view comment
203,,@harjinderkaur2384,29/06/23 07:40:54,0,no,no,These guyz r just makin their own theories. They dont know shit. Just false claims.,view comment
204,,@syedyaq00t99,29/06/23 09:06:05,0,no,no,"me bhi usi tare ko dhund ra hon ? jo moon ke pass se jata  hai,",view comment
205,,@michaelkahn8744,29/06/23 11:57:08,0,no,no,"The problem of modern physics is they're trying to explain everything with particle physics and the physics is being cornered more and more to the dead end.

The interaction between mass and space must be explained with quantum mechanics.
But that doesn't mean gravity is the QM phenomena.
That's because gravity is not a force.
Gravity is just a joint effect of the expansion of the Universe and the curvature of spacetime.
Details are given below.

Alternative Explanation of Dark Matter and Dark Energy - Newly proposed model of Universe can explain both of Dark Matter and Dark Energy

Einstein’s theory of General Relativity states that spacetime is curved by the presence of mass. 
This curvature influences the motion other objects with mass and gives rise to gravitation.
Thus, gravity is a result of geometric features in spacetime.
However, we also observe gravitational effects – curvature of spacetime – in areas without any detectable mass.
This has given rise to the concept of dark matter, which is matter that does not interact in any detectable way with normal matter, except through gravity.
So, there is some large quantity of dark matter scattered throughout the universe, which curves spacetime and causes gravitational effects just like normal matter, but we cannot see or detect it with any known method.

An alternative theory to the identity of dark matter is proposed – it is not matter at all, but rather an intrinsic curvature of spacetime.
In other words, spacetime is not naturally flat. Even in the absence of matter, we observe some inherent curvature of spacetime.

So, the question is now – why is spacetime naturally curved? Why is it not flat in the absence of mass?
The universe is 4-dimensional, with 3 spatial dimensions and one dimension in time.
Rather than consider time as a linear dimension, we can consider it as a radial one.
Therefore, rather than describing the universe with a Cartesian coordinate system, we describe it with a 4-dimensional spherical coordinate system – 3 angular coordinates, ?1, ?2, ?3, and one radial coordinate in time, t.
We live on the 3-dimensional surface of a 4-dimensional bubble which is expanding radially in time.
Thus, the Big Bang represents t=0, the beginning of time.
The crucial point is that the expansion of the universe is not homogeneous in all directions.

The expansion rate at one point on the bubble’s surface may differ slightly from another point near it.
The universe is only roughly spherical in 4 dimensions, the same way that the Earth is only roughly spherical in 3 dimensions.
The same way we observe local mountains and valleys on the surface of Earth, we observe local “mountains” and “valleys” on the surface of the universe bubble.
The inhomogeneity of the expansion of the universe has given rise to natural curvature of spacetime. This natural curvature causes the phenomenon of “dark matter”. “Valleys” in spacetime pull matter in, similarly to the warping of spacetime of massive objects.
So “dark matter” is really “valleys” in spacetime that are expanding slower than the regions surrounding it.
These valleys tend to pull matter in and create planets, stars, and galaxies – regions of space with higher-than-average densities of mass.
Conversely, “mountains” in spacetime will repel matter away, an “anti-gravitational” effect, which gives rise to cosmic voids in space where we observe no matter.
Each point on the surface of the universe bubble traces out a time arrow in 4-dimensional space, perpendicular to the surface.
These time arrows are not parallel to each other since the universe is not flat.
This causes points to have nonzero relative velocity away from each other.
It is generally accepted that the universe is expanding faster than observable energy can explain, and this is expansion is believe to be still accelerating.
The “missing” energy required to explain these observations has given rise to the theory of dark energy.
The time dilation caused by non-parallel time arrows can be proposed as an explanation for dark energy.

Alternatively, dark energy is real energy coming from potential energy gradients caused by non-parallel time arrows.
As a sanity check, we can calculate the expansion rate of the universe based on the universe bubble model.
Since the radius of the universe bubble is expanding at the speed of light in the time direction, it increases at 1 light second per second.
Therefore, the “circumference” of the 3-dimensional surface increases by 2? light seconds per second, or about 1.88*10^6 km/s.
This expansion is distributed equally across the 3-dimensional surface, so the actual observed expansion rate is proportional to the distance from the observer.

At present, the age of the universe is estimated to be 13.8 billion years, so the radius of the universe bubble is 13.8 billion light years, or about 4233 megaparsecs (3.26 million light years to 1 Mpc).

Thus, we can calculate the expansion rate of the universe, per megaparsec from the observer, as: 

Expansion rate = ((d(circumference))/dt)/radiusofuniverse=(1.88*?10?^6 km?s)/(2?*4233Mpc)=(1.88*?10?^6 km?s)/26598Mpc=70.82(km?s)/Mpc

The popularly accepted empirical expansion rate is 73.5 + 2.5 km/s/Mpc, so our calculated value is close.
There may be some additional source of expansion (or observed red shift) to make up for the discrepancy. For example, if two adjacent points have some gravitational gradient due to non-parallel time arrows, then light passing through these points will be red-shifted.
– Cited from https://www.academia.edu/82481487/Title_Alternative_Explanation_of_Dark_Matter_and_Dark_Energy",view comment
206,,@shravanimandavkar7998,29/06/23 17:19:07,0,no,no,Dark mater yek tarah ki magnetic field he jyo kisi vastu ke Bina hi hoti he is liye dikhai nahi deti he aur galaxy niyami chalane ka Kam karti he jyse ki power bank,view comment
207,,@AKB_BarrelRacing,29/06/23 22:44:20,0,no,no,"Don’t steal other youtuber’s content. Also, this is a dark matter STAR. Not planet. The original creator of this is AstroKobi.",view comment
208,,@user-jq7gl6pi3s,30/06/23 09:09:01,0,no,no,????,view comment
209,,@shahenshah296,30/06/23 14:19:37,0,no,no,GOOD LOOKING,view comment
210,,@curtislaster2160,30/06/23 16:30:48,0,no,no,How about in English too!,view comment
211,,@sonumumbaikar5451,01/07/23 20:11:20,0,no,no,Antim Satya yah hain ki koi Satya nahi hain??,view comment
212,,@RATNESHKUMARBIND1999,01/07/23 23:19:55,0,no,no,Bakk sa la scientist Bina matlab ka hazaro crore loss krte hai asman me tare khojne ke liye sabko pta hai ki tara hai to koi chamkila hoga koi kala hoga,view comment
213,,@farooqs.n,02/07/23 08:16:57,0,no,no,Dunia mi india jysy jhot bholny wala koi nhi hi,view comment
214,,@AshutoshSarkar9345,02/07/23 10:57:01,0,no,no,Sir uss Star ka name bhi bata dijiye? Toh ye samajh aye ye kitna dur hai.,view comment
215,,@csag6946,02/07/23 12:28:39,0,no,no,"Not Astronaut, it's Astronomers",view comment
216,,@shivashishpal7321,02/07/23 14:58:02,1,no,no,"Orbiting Black hole according to what shown here looks to be quite convensing because when object is coming towards black hole it's speed must be very high.
But It must be far enough from black hole in its nearest path so that it can escape.",view comment
217,,@shivashishpal7321,02/07/23 15:00:10,0,no,no,But it could be true instead of black hole it is Object made of dark matter heavy enough like a star. Then is it a Black hole or star made of dark matter yet to find out.,view comment
218,,@Bam1761,02/07/23 20:17:26,0,no,no,And what things you will deny of your Lord's creations,view comment
219,,@RAMESHKUMAR-tb5kt,03/07/23 08:17:33,1,no,no,By making reel its no helpfull for understanding of these deep topic ....instead u should make full vdos,view comment
220,,@annayahonlyonequeen,03/07/23 09:20:08,0,no,no,??????completely see why its banned in schools about indians mental,view comment
221,,@rajshekhargowda5355,03/07/23 16:16:10,0,no,no,?,view comment
222,,@robotech1990,07/07/23 10:46:40,0,no,no,Dark matter is proven that it not exists. So this article is false.,view comment
223,,@photografr7,08/07/23 02:43:27,0,no,no,"Wow, but better in English.",view comment
224,,@XYZPokemonXYZ,09/07/23 05:02:20,0,no,no,So kya wo dark matter ke tare hi black hole ho sakte ha,view comment
225,,@chickshealthandcare207,09/07/23 10:02:54,0,no,no,Jjvbv,view comment
226,,@lifescienceinformation,09/07/23 11:55:43,0,no,no,"read Indian old text called granhtha, its lord shiva",view comment
227,,@Mafiagamerz12,09/07/23 18:27:39,0,no,no,I think this dark matter is black hole,view comment
228,,@ericmcdonald88,10/07/23 14:34:52,0,no,no,someday you'll have to tell us about the dark matter,view comment
229,,@awesomeabhijit4293,10/07/23 16:24:53,0,no,no,That could be a portal to another dimension or time line,view comment
230,,@chintu2091,11/07/23 14:49:45,0,no,no,Toh agar mein dark matter ka dress banaa loon toh mujhe bhi Harry Potter vala cloak mil jayega?,view comment
231,,@lop_bay231,12/07/23 17:37:25,0,no,no,hey dark energy is 73% not dark matter,view comment
232,,@AB39888,13/07/23 09:56:57,0,no,no,Transformers prime dekh liya kya,view comment
233,,@barnalikumari8537,13/07/23 11:27:40,0,no,no,I sourienine,view comment
234,,@maktabaenidasalafiya6230,13/07/23 14:52:37,0,no,no,Allah sbse bda hai ye Allah ki qudrt hai tumhari aql as bahr hai,view comment
235,,@Kattar_Hindoooo,17/07/23 17:55:47,1,no,no,????????.....blackhole and dark matter??????,view comment
236,,@sadafsarang5923,17/07/23 19:50:24,0,no,no,you are just translating the copied content,view comment
237,,@kdreamscosmos4279,18/07/23 04:12:31,0,no,no,bhaisahab agar aap science ko samjhte hote na to Jis black hole ki baat kar rhe ho use dark matter na bol rhe hote.,view comment
238,,@dosdahrk4504,18/07/23 12:47:57,0,no,no,Pls subtitles ?,view comment
239,,@FreakDealer,18/07/23 16:58:33,1,no,no,This channel underrated >>>>,view comment
240,,@vedantjaiswal6734,19/07/23 16:54:45,0,no,no,Maybe dark energy is 73% ??,view comment
241,,@rashutech4215,20/07/23 03:08:59,0,no,no,Kuch bhi samjh ni aaya,view comment
242,,@salmanmirza2216,21/07/23 12:50:24,0,no,no,Yar me bhi is duniya se bahar Jana chahata hu kya koi mujhe lekar ja sakta h,view comment
243,,@abhishekpatil9738,21/07/23 18:40:04,0,no,no,Any black particle has carsh to any satelite ????????,view comment
244,,@aahaah8115,22/07/23 01:49:22,0,no,no,THE GREAT SCIENTIST MUKESH KUMAR DRDORCI HYD.TELANGANA,view comment
245,,@Trader29bks,22/07/23 02:09:09,0,no,no,????????? ??? ????? ??? ????? ??? ?? ??? ???? ???? ?????? ??,view comment
246,,@immortal785,22/07/23 04:59:57,0,no,no,73%?!. dark matter and dark energy make uup 95%of the universe,view comment
247,,@Michaelmas68,22/07/23 08:17:25,0,no,no,??,view comment
248,,@ITZSMIT23,22/07/23 13:09:20,0,no,no,Finally nasa walo ne ben 10 reboot ka kevel 11 ka dark matter dhund liya,view comment
249,,@gaming_zone___478,24/07/23 11:04:16,0,no,no,Don t  say  to subscribe  in every video. It.,view comment
250,,@upsc_short58,24/07/23 15:56:53,0,no,no,Nikku  jaggu,view comment
251,,@arya8186,25/07/23 06:15:16,1,no,no,That's shiv tatva ?,view comment
252,,@UrlanaVenkatesh,26/07/23 17:36:19,1,no,no,Still we don't have any clue on dark matter,view comment
253,,@Vaibhavstories,27/07/23 14:19:22,0,no,no,Astronauts...?? no one scientist discover that thing,view comment
254,,@vrundanaik8398,28/07/23 11:02:42,1,no,no,I loved your video and you gained a new subscriber ??,view comment
255,,@anilevarghese,30/07/23 03:54:29,0,no,no,"Now, bullshit is in Hindi too! Yay!",view comment
256,,@AavniSharma-ln7ph,03/08/23 02:40:19,0,no,no,https://youtube.com/shorts/M-rM5GrHqK0?feature=share,view comment
257,,@liveyoung_tv,05/08/23 21:16:43,0,no,no,Tare ki definition hi change kr di.. tara light hi nhi de rha h..,view comment
258,,@MaryMary-iw5hi,05/08/23 23:43:44,0,no,no,"INDIA = ALL INDIA ?
I .ILMU SAINT SAY 
N NYATA 
NAME A YSVAVSYA NA M E
E.   A YSVAVSY A 
E.L/G/ ARISTOTELS 
BOOKS
EVERY SPEKING SAINT? ?BOOKS  = SAINT ? 
D
I
A",view comment
259,,@user-tv4ip7hr3q,06/08/23 04:52:58,0,no,no,Blackwhole dosa khaye,view comment
260,,@anishchakraborty,10/08/23 23:14:14,0,no,no,"Not astronauts, astrophysicists",view comment
261,,@faljidabhi1382,12/08/23 03:59:18,0,no,no,Sab bagvan ka banaya huva he bai viedo mat banvo or kaam karo kuch,view comment
262,,@e.r.c.3717,12/08/23 14:21:00,2,no,no,"Let's clear up a misunderstanding of people. Astronauts are those who basically travelled to space for various missions. They're most of the time engineers who repair ISSR and sometimes there are scientists too. The people who find the stars or make various hypotheses and calculations revolving the star or exo planets are astrophysicists. They usually do not work in Nasa and they're mostly university professors or researchers who dedicated their life in research. They are the people who sometimes do various star researches. The black hole in 2021 pictures are actually taken by these people who use various complex calculations to actually visually represent the black hole.

So please do not lump the astronaut with an astrophysicist. The two are completely different fields of work.",view comment
263,,@SAG2008,12/08/23 15:14:33,0,no,no,Osm,view comment
264,,@MdsajjadBangladesh-lo3go,13/08/23 14:28:31,0,no,no,"Alhamdulillah 
 Mashallah 
Amin",view comment
265,,@aminajeelani1356,14/08/23 12:09:45,1,no,no,There are many secrets in universe only Allh knows,view comment
266,,@deepaliganpatraorangane1841,16/08/23 08:31:13,0,no,no,Great sir...??????,view comment
267,,@faltuboys84,24/08/23 04:05:22,0,no,no,https://youtube.com/@faltuboys84,view comment
268,,@Gaurav_singh1111,24/08/23 12:43:50,0,no,no,https://youtube.com/shorts/VuO9VAu3WQU?si=GPCwYrEXlrcBpLbE,view comment
269,,@indersingh1525,24/08/23 17:51:50,0,no,no,Jo adrashya hota he wo hi to super hota he ????,view comment
270,,@user-ol8vd8dz8v,26/08/23 00:32:47,0,no,no,Allahhuakbar,view comment
271,,@rupapalekar3846,27/08/23 14:52:33,0,no,no,Thanks,view comment
272,,@Sanatani.23,27/08/23 17:31:25,0,no,no,astronaut kya mante hai usse kya matlab be?? astronaut kisko kehte hai pata bhi hai?,view comment
273,,@user-dh2pw4pg1t,28/08/23 12:59:00,1,no,no,Kota tara chamak Raha hai Isley samjha rehey hai,view comment
274,,@sureshshinde9155,30/08/23 05:17:10,0,no,no,"? So don't forget to Lord Shiva ?? ?? 
OM NAMO SHIVAY NAMHA ? ? ?",view comment
275,,@farhanakhan2609,30/08/23 08:13:49,0,no,no,Sir mein Science ki nahi Geography ki samjh rakhti aur isliye aapka video bhaut accha lagta hai kyun ki mein Universe ki samjh bhi rahkti hun.,view comment
276,,@karthik_raju,30/08/23 16:06:58,0,no,no,Maybe you intended to say astronomers instead of astronauts,view comment
277,,@PHYSICSLOVER3,30/08/23 17:30:17,0,no,no,Science is evolving way beyond our imagination ??,view comment
278,,@rathify6447,30/08/23 22:14:30,0,no,no,Shiv and Kaali are the dark matter... those who holds the immense powers.. and can cause destruction in seconds ??,view comment
279,,@PeterWayne77,31/08/23 04:59:25,0,no,no,Astronaut nhi astrophysicists hoga,view comment
280,,@user-ut5ki2wo8f,31/08/23 18:00:22,0,no,no,Subhan Allah ??,view comment
281,,@artcraftanddance2847,03/09/23 07:53:40,0,no,no,#nasa,view comment
282,,@deepagadag8962,03/09/23 13:53:26,0,no,no,What is dark martter,view comment
283,,@Iamthewarner557,04/09/23 08:43:09,2,no,no,*How powerful our Lord(Allah) is.*,view comment
284,,@dipanshunandgave777,05/09/23 13:08:28,0,no,no,May be they exists in other dimensions,view comment
285,,@amanawasthi6221,06/09/23 20:14:31,0,no,no,Isn’t dark matter around 27% and not the 73% that you claim? Dark energy is around 68% and rest 5% being normal matter.,view comment
286,,@recklessraju8680,08/09/23 03:23:06,0,no,no,73 % dormamu??,view comment
287,,@BhavinSanchaniya-cu5tk,08/09/23 18:11:26,0,no,no,"DARK MATTER
DOUBLE DIVORCE
DOUBLE DESTROYED
DEBITED DESTROYER
STOP TIME - BACK TIME
NOT FOR START - NOT FOR END
BLACK LINE
~~~~~~~
||| BHAA |||
ONE AND END = WON
FIRST AND LAST ASIAN",view comment
288,,@derekcorrea9829,12/09/23 07:45:57,0,no,no,There an English version ?,view comment
289,,@Zaheeriqbal26,13/09/23 06:24:29,0,no,no,"Ye sb dekh k bss smj aata hai sirf Allah hi 1 god hai jo sara system chla rha hai, toh hame kis baat ka guroor hai k uski ibadat na kare",view comment
290,,@kiukhumjangru6496,15/09/23 01:47:09,0,no,no,I will asket you question if earthquake will come for 8 second how it will look,view comment
291,,@crazygamers4034,15/09/23 02:51:06,0,no,no,Kya (block hole) and (dark matter) dono ek toh nahi ????????,view comment
292,,@Mini-pn8bf,15/09/23 10:39:17,0,no,no,"I don't think dark matter stars are a thing
And if it is why would we call them a star when it's just space fabric bending for no reason",view comment
293,,@TahmidAhmed-co9ei,15/09/23 14:56:37,0,no,no,Wow you are a you are a,view comment
294,,@gurpreetraj6761,17/09/23 09:54:23,0,no,no,"Astronaut is not correct, astronomer, or astrophysicist.",view comment
295,,@jalalshaikh9945,20/09/23 06:40:59,0,no,no,The last destiny of humans is already explained but they are still try to finding destiny why this hard working when you have got readymade info??,view comment
296,,@rohankumbhrajwala,20/09/23 19:11:42,0,no,no,"Behad faaltu batein hoti hain ye sab. Milna milaana kuch nahi... Ye tara wo kaalaa taara wo aag ka gola humari aakaashganga, 500 prakash varsh???? saala khane ko thik se mil jaaye bus wahi thik hai, ye zabardasti ka hisaab kitaab, surya, aakaashganga, taare????sub ghor bakwaas hai bc... ??",view comment
297,,@ushaagnihotri6271,22/09/23 17:01:11,0,no,no,Thank you all scientists ??????,view comment
298,,@amareshsingh.,23/09/23 05:53:35,0,no,no,Pahle ye to bta iss stare ka name kya hai kahani suna rhe ho??,view comment
299,,@ahmadgulzar4316,23/09/23 11:40:48,0,no,no,Ye humare rab nay 1400 saal pehle humare Rasool kay zarye Quran may bata chuke,view comment
300,,@kavankomer3048,23/09/23 21:50:34,0,no,no,"Scientists bhout baar Chuutya banate hai, kuch bhi fekte hai",view comment
301,,@kotharisabib,29/09/23 07:51:12,0,no,no,Bhai space ma itni bright cheezen hain phr bhi space ka color black kyun hai???,view comment
302,,@ManpreetKaur-kp8oc,30/09/23 13:33:07,0,no,no,Hahaha ????,view comment
303,,@Akshatpatel-vp9wi,05/10/23 10:22:03,0,no,no,"Real        Fake
??             ??",view comment
304,,@abhay_narayan,06/10/23 19:54:09,0,no,no,Brahmaand dekhna ho to aankhe band kr Lena,view comment
305,,@aparnaroy234,13/10/23 11:58:41,0,no,no,Potty ??,view comment
306,,@user-gp6vz7oe8n,17/10/23 09:17:47,0,no,no,in dono manush behnoko apne ankho se dekhna parega apna koi tarap ke marta hain to kaisa lagta hain....... enjoying bro,view comment
307,,@miteshchaudhari4232,18/10/23 11:23:01,0,no,no,Mahakal,view comment
308,,@Ash_lucario_4499,20/10/23 02:52:46,0,no,no,Astronaut nahi bhai astronomer,view comment
309,,@pro.shubham.143,29/10/23 11:30:08,0,no,no,Nice ??,view comment
310,,@adaletzafer8947,30/10/23 12:45:05,0,no,no,TF is this voice,view comment
311,,@officialaftabkkc7180,11/11/23 04:45:33,0,no,no,Allah ko sajde kara hai bhaiyo,view comment
312,,@gmshams7254,11/11/23 18:01:26,0,no,no,Astronauts nahi astrologists,view comment
313,,@amitdatta-fe2pj,11/11/23 19:45:03,0,no,no,0.00Amit Divya Amit ??? ji.Jyouti Amit.No MED.,view comment
314,,@harshitdhiman009,14/11/23 06:05:25,0,no,no,Dark matter is 4d object,view comment
315,,@rahulnagpal777,15/11/23 02:19:49,0,no,no,Astronaut? Or Physicists? ??,view comment
316,,@MdSahid-yq4dk,17/11/23 17:05:27,0,no,no,??,view comment
317,,@DarshanSinghKashyap,19/11/23 17:58:05,0,no,no,vedic kaal m ye sab ho chuka h krishna ke paas ek yantra tha jo dark matter ko detect krta tha.,view comment
318,,@user-iy9tg5bc2g,19/11/23 20:48:30,0,no,no,"Astronomer ko ghade ne astronaut bol diya, abe ghade astronomers dharti par rehkar Extraterrestrial objects ko study karte hain tu un sabko space mein bhejega kya tu 100 aur ISS station banwayega kya",view comment
319,,@shooter009,21/11/23 03:08:47,0,no,no,Salute to Camera man,view comment
320,,@loveyouyarro,22/11/23 15:43:09,2,no,no,Only life is true understand it first ?? than understand the universe ????,view comment
321,,@reshmacungayowareebacorise3859,28/11/23 15:04:20,0,no,no,ARORA : PLASMAS  RAY SUN REALISE THE GAMMA RAYS CELESTIAL BODY BURT FROM ATTACK ON THE EARTH,view comment
322,,@rahuls1909,08/12/23 13:53:48,0,no,no,"Dark matter is not 73 percentage, dark energy is. Dark matter only about 20 %",view comment
323,,@ahlemboubakeur3061,08/12/23 16:56:59,0,no,no,Les aeronomes occuper c'est pour cela qu'il yen a plusieurs pour répondre aux demandes,view comment
324,,@ShivaSingh-wl6ii,11/12/23 12:05:50,0,no,no,Dark matter 5 dimension mai hota hai tou ham usse dekh nahi sakte,view comment
325,,@ziainamdar4834,14/12/23 05:48:14,0,no,no,Stars magar revovle nahi karte he na?,view comment
326,,@dipankarbauri3475,21/12/23 16:33:32,0,no,no,????????????????,view comment
327,,@snehayadav1551,23/12/23 14:53:09,0,no,no,Dark matter universe m 73% nahi 99% h,view comment
328,,@starindia3869,28/12/23 17:23:12,0,no,no,Dark ma 396,view comment
329,,@dhawal28pawar,30/12/23 13:11:20,0,no,no,"That's a black hole , nasa has confirmed that has even taken photo of it",view comment
330,,@Peacehits,02/01/24 18:23:19,0,no,no,"It's all god particle and no need to research it, just read our ancient texts and doctrines..",view comment
331,,@kalaniink1929,05/01/24 09:14:26,0,no,no,Dark matter isn't matter,view comment
332,,@manojrajak9538,06/01/24 15:40:30,0,no,no,Sayad yah wastu ke viprit guno ki tarah hain . aap sayad meri baat samajh nahi paye . ye samajh jaao to tum samjh jawo ge .,view comment
333,,@Sukumar678,18/01/24 11:19:07,1,no,no,"This thought will also change to ""earlier we were thinking like :"" after some years.",view comment
334,,@indiasdarkside4621,20/01/24 23:56:03,0,no,no,???? ??? ??? ????? ?? ??? ???? ???? ???,view comment
335,,@anilkumarrathore7884,03/02/24 06:31:56,0,no,no,??? ????? ?? ????? ???? ???,view comment
336,,@erix1748,05/02/24 06:37:13,0,no,no,Bullshit all that is from Sagittarius a star.  Our black hole in center of galaxy,view comment
337,,@chimmochi2354,16/03/24 09:01:03,0,no,no,Energy never destroy it's still in form ?,view comment
,,,,,,,,
