,,"Name (click to view profile)",Date,Likes,isHearted,isPinned,Comment,"Profile ID","Comment ID","Comment URL"
1,,@Someguy-qm8ub,"2023-01-31 22:54:29",0,no,no,"It's a skin in cod stoopid",UCW9xIz41xaIE4IjjS7tCMTw,UgwBSuw6P7RZPQTFhnd4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=UgwBSuw6P7RZPQTFhnd4AaABAg
2,,@CwL-1984,"2023-02-05 03:43:46",1,no,no,"Interesting 🤔",UCa-afo8M_FeLt5EsuONKZPg,Ugy7z3Fx68xIJTgPFNR4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=Ugy7z3Fx68xIJTgPFNR4AaABAg
3,,@SeemaYadav-hc8bg,"2023-02-16 15:36:39",2,no,no,Superb,UCc1MhMIb301IlCdr5Sv01RQ,UgxnjbEu30tszfN2xaN4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=UgxnjbEu30tszfN2xaN4AaABAg
4,,@vishal-ug9ks,"2023-02-20 18:01:38",4,no,no,"Transparent matter",UCsZeK2ar83not2Cx8IP4rgw,UgxKoVP5miAav59J2GR4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=UgxKoVP5miAav59J2GR4AaABAg
5,,@asgacc8789,"2023-02-25 12:47:36",3,no,no,"Does this matter collide with normal matter?",UCIn6IA0w2zUTlZFL__edEYw,UgwQcjywi75ukTHvsX54AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=UgwQcjywi75ukTHvsX54AaABAg
6,,@Bellaaziza,"2023-03-10 14:18:16",0,no,no,"it's lord x birthplace",UCjIJYhPhx81qwk9AZ_COX5A,Ugx8WPIiBVMkdt3mQQN4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=Ugx8WPIiBVMkdt3mQQN4AaABAg
7,,@mikebates8402,"2023-03-19 01:10:57",0,no,no,BS,UCtvWkZQonJayYwKGQKowvpQ,UgxriscnPhpOrRPD5PV4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=UgxriscnPhpOrRPD5PV4AaABAg
8,,@kodyhenry7,"2023-03-19 15:31:14",13,no,no,"Because scientists made it up to make their current system work",UCR6LcQS6mYmNPFcaj0xTGlg,Ugxl55XWvC-EuwGTQ814AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=Ugxl55XWvC-EuwGTQ814AaABAg
9,,@palehorseman8386,"2023-03-29 08:47:07",48,no,no,"IMO it's easier to think of Dark Matter as a placeholder until we can figure out what the heck it is.",UCHxP4Vxtic2wb0qnvKtlc6A,UgwYc-_LxSZD-zsLKyZ4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=UgwYc-_LxSZD-zsLKyZ4AaABAg
10,,@michaelkahn8744,"2023-04-14 16:37:55",52,no,no,"Alternative Explanation of the two Dark Ghosts

Einstein’s theory of General Relativity states that spacetime is curved by the presence of mass. This curvature influences the motion other objects with mass and gives rise to gravitation. Thus, gravity is a result of geometric features in spacetime.

However, we also observe gravitational effects – curvature of spacetime – in areas without any detectable mass. This has given rise to the concept of dark matter, which is matter that does not interact in any detectable way with normal matter, except through gravity. So, there is some large quantity of dark matter scattered throughout the universe, which curves spacetime and causes gravitational effects just like normal matter, but we cannot see or detect it with any known method.

An alternative theory to the identity of dark matter is proposed – it is not matter at all, but rather an intrinsic curvature of spacetime. In other words, spacetime is not naturally flat. Even in the absence of matter, we observe some inherent curvature of spacetime.

So, the question is now – why is spacetime naturally curved? Why is it not flat in the absence of mass?

The universe is 4-dimensional, with 3 spatial dimensions and one dimension in time. Rather than consider time as a linear dimension, we can consider it as a radial one. Therefore, rather than describing the universe with a Cartesian coordinate system, we describe it with a 4-dimensional spherical coordinate system – 3 angular coordinates, φ1,  φ2,  φ3, and one radial coordinate in time, t. We live on the 3-dimensional surface of a 4-dimensional bubble which is expanding radially in time. Thus, the Big Bang represents t=0, the beginning of time.

The crucial point is that the expansion of the universe is not homogeneous in all directions. The expansion rate at one point on the bubble’s surface may differ slightly from another point near it. The universe is only roughly spherical in 4 dimensions, the same way that the Earth is only roughly spherical in 3 dimensions. The same way we observe local mountains and valleys on the surface of Earth, we observe local “mountains” and “valleys” on the surface of the universe bubble. The inhomogeneity of the expansion of the universe has given rise to natural curvature of spacetime. This natural curvature causes the phenomenon of “dark matter”.

“Valleys” in spacetime pull matter in, similarly to the warping of spacetime of massive objects. So “dark matter” is really “valleys” in spacetime that are expanding slower than the regions surrounding it. These valleys tend to pull matter in and create planets, stars, and galaxies – regions of space with higher-than-average densities of mass. Conversely, “mountains” in spacetime will repel matter away, an “anti-gravitational” effect, which gives rise to cosmic voids in space where we observe no matter.

Each point on the surface of the universe bubble traces out a time arrow in 4-dimensional space, perpendicular to the surface. These time arrows are not parallel to each other since the universe is not flat. This causes points to have nonzero relative velocity away from each other. It is generally accepted that the universe is expanding faster than observable energy can explain, and this is expansion is believe to be still accelerating. The “missing” energy required to explain these observations has given rise to the theory of dark energy. The time dilation caused by non-parallel time arrows can be proposed as an explanation for dark energy. Alternatively, dark energy is real energy coming from potential energy gradients caused by non-parallel time arrows.

As a sanity check, we can calculate the expansion rate of the universe based on the universe bubble model. Since the radius of the universe bubble is expanding at the speed of light in the time direction, it increases at 1 light second per second. Therefore, the “circumference” of the 3-dimensional surface increases by 2π light seconds per second, or about 1.88*10^6 km/s. This expansion is distributed equally across the 3-dimensional surface, so the actual observed expansion rate is proportional to the distance from the observer. At present, the age of the universe is estimated to be 13.8 billion years, so the radius of the universe bubble is 13.8 billion light years, or about 4233 megaparsecs (3.26 million light years to 1 Mpc). Thus, we can calculate the expansion rate of the universe, per megaparsec from the observer, as:

Expansion rate = ((d(circumference))/dt)/radiusofuniverse=(1.88*〖10〗^6  km⁄s)/(2π*4233Mpc)=(1.88*〖10〗^6  km⁄s)/26598Mpc=70.82(km⁄s)/Mpc

The popularly accepted empirical expansion rate is 73.5 + 2.5 km/s/Mpc, so our calculated value is close. There may be some additional source of expansion (or observed red shift) to make up for the discrepancy. For example, if two adjacent points have some gravitational gradient due to non-parallel time arrows, then light passing through these points will be red-shifted. – Cited from https://www.academia.edu/82481487/Title_Alternative_Explanation_of_Dark_Matter_and_Dark_Energy",UC4jLaMkRj03BmW3cxXYQrvA,UgyLYk0uglQguDDTMFB4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=UgyLYk0uglQguDDTMFB4AaABAg
11,,@_faiyazansari_,"2023-04-30 04:49:57",5,no,no,"The God energy is known as dark energy who control all over the universe this is called creator subhanallah Allah is one and powerful ❤",UCF8T1EKALbM53Du_dX7_JgQ,Ugz4OfxQez_AH0td_xB4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=Ugz4OfxQez_AH0td_xB4AaABAg
12,,@mmzchannel7287,"2023-05-04 17:05:07",0,no,no,"Can someone explain what he just in the most simple way possible?",UCgddd5Y5dlLR3Ph6D3vNVPA,UgydxfWszr3X_joBmy14AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=UgydxfWszr3X_joBmy14AaABAg
13,,@k.l.manring2083,"2023-05-09 03:46:51",0,no,no,"Emo/Goth I guess",UCNi4teO_jtU994VO4QZMw1g,UgzmxCqGLhF22e9BN654AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=UgzmxCqGLhF22e9BN654AaABAg
14,,@bestiebestieb,"2023-05-19 14:00:59",2,no,no,"I know what dark matter is",UC80gl4JUu2OS1JZ3h46AH2A,UgxjBkmyrqgTAsFKpNt4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=UgxjBkmyrqgTAsFKpNt4AaABAg
15,,@MuhammadHassan-yh9vr,"2023-05-23 22:57:59",1,no,no,"Allah knows better.",UC4quY3iKijJpCVInRc1SeGA,UgzciGKnVvVLiipuCfZ4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=UgzciGKnVvVLiipuCfZ4AaABAg
16,,@onehandedgamer1753,"2023-05-26 17:12:43",0,no,no,"Dark matter could be that thing that came out in a video of something black/dark sucking the suns rays/energy then leaves in a blink of a eye 👁️",UCqR6UP950oRHHT8SIp9GbdA,Ugwq8HDXCSn7VcKXvYp4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=Ugwq8HDXCSn7VcKXvYp4AaABAg
17,,@EndRuby10,"2023-05-31 04:24:16",0,no,no,Boros,UCQet1LZWMGUZetzE9ge1m7A,Ugxs8IhKnJKG3b-TiZh4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=Ugxs8IhKnJKG3b-TiZh4AaABAg
18,,@DreadEnder,"2023-06-02 09:50:36",5,no,no,"We recently got a huge boost in our knowledge of dark matter! In the discovery of a dark matter star!
We found a star that we thought was orbiting a black hole but it turned out that there was nothing there. And I don’t mean a black hole kind of nothing I mean, literally nothing! No gravitational lensing was spotted and there was no accretion from the incredibly close orbit of the star!",UCh-AlyWK6IXB0e0CYfDsIOw,UgxjQY8Lf3ZN0StZ_Vp4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=UgxjQY8Lf3ZN0StZ_Vp4AaABAg
19,,@screwyoubaby,"2023-06-21 02:12:29",0,no,no,"Wtf is space time fabric then?these assholes will make me mad with new dark matter n dark energy and some more wierd shit like dark star ...
We don't know how black holes work n our scientist are fingering dark stuff",UC-LblV_1YJjE23SXSDf1Qkg,Ugyb0k49EuNVGDhjoAh4AaABAg,https://www.youtube.com/watch?v=PIdgqyNOl7Q&lc=Ugyb0k49EuNVGDhjoAh4AaABAg
